order_id,sku,order_quantity,warehouse_id,priority,created_at,carrier_cutoff,oms_status,wms_status,customer_region,service_level
ORD-100049,SKU-00139,1,DC-06,STANDARD,2026-08-01T12:07:00,2026-08-01T16:07:00,STAGED,STAGED,LATAM,NEXT_DAY
ORD-100050,SKU-01083,1,DC-13,STANDARD,2026-08-01T12:11:00,2026-08-01T18:11:00,PACKING,HOLD,MEA,NEXT_DAY
ORD-100051,SKU-01008,1,DC-02,STANDARD,2026-08-01T12:15:00,2026-08-01T18:15:00,ALLOCATED,ALLOCATED,EU,NEXT_DAY
ORD-100052,SKU-00335,1,DC-01,STANDARD,2026-08-01T13:12:00,2026-08-01T19:12:00,STAGED,HOLD,EU,STANDARD
ORD-100053,SKU-01126,1,DC-12,STANDARD,2026-08-01T13:14:00,2026-08-02T13:14:00,STAGED,STAGED,MEA,NEXT_DAY
ORD-100054,SKU-00803,1,DC-08,STANDARD,2026-08-01T13:23:00,2026-08-02T13:23:00,PICKING,PICKING,EU,NEXT_DAY
ORD-100055,SKU-00844,1,DC-15,EXPEDITE,2026-08-01T13:39:00,2026-08-01T17:39:00,PACKING,EXCEPTION,APAC,SAME_DAY
ORD-100056,SKU-01070,1,DC-12,EXPEDITE,2026-08-01T13:43:00,2026-08-02T01:43:00,RELEASED,RELEASED,MEA,SAME_DAY
ORD-100057,SKU-00164,1,DC-16,STANDARD,2026-08-01T13:51:00,2026-08-01T21:51:00,SHIPPED,SHIPPED,EU,NEXT_DAY
ORD-100058,SKU-01084,1,DC-13,STANDARD,2026-08-01T13:53:00,2026-08-01T17:53:00,PICKING,PICKING,APAC,SAME_DAY
ORD-100059,SKU-00720,1,DC-10,EXPEDITE,2026-08-01T13:53:00,2026-08-01T19:53:00,PACKING,PACKING,MEA,SAME_DAY
ORD-100060,SKU-01165,1,DC-17,STANDARD,2026-08-01T14:06:00,2026-08-01T18:06:00,ALLOCATED,ALLOCATED,LATAM,SAME_DAY
ORD-100061,SKU-00418,1,DC-03,STANDARD,2026-08-01T14:15:00,2026-08-02T02:15:00,RELEASED,EXCEPTION,LATAM,SAME_DAY
ORD-100062,SKU-00741,1,DC-05,STANDARD,2026-08-01T14:17:00,2026-08-02T02:17:00,ALLOCATED,ALLOCATED,APAC,SAME_DAY
ORD-100063,SKU-00760,1,DC-18,STANDARD,2026-08-01T14:21:00,2026-08-02T14:21:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-100064,SKU-00537,1,DC-17,STANDARD,2026-08-01T14:25:00,2026-08-01T22:25:00,PICKING,PICKING,APAC,SAME_DAY
ORD-100065,SKU-00177,1,DC-05,STANDARD,2026-08-01T14:27:00,2026-08-01T18:27:00,EXCEPTION,HOLD,APAC,NEXT_DAY
ORD-100066,SKU-00570,1,DC-06,STANDARD,2026-08-01T14:30:00,2026-08-01T20:30:00,SHIPPED,SHIPPED,MEA,NEXT_DAY
ORD-100067,SKU-00708,1,DC-07,STANDARD,2026-08-01T14:46:00,2026-08-01T18:46:00,STAGED,EXCEPTION,APAC,NEXT_DAY
ORD-100068,SKU-01016,1,DC-18,STANDARD,2026-08-01T15:08:00,2026-08-01T19:08:00,PACKING,EXCEPTION,EU,SAME_DAY
ORD-100069,SKU-00772,1,DC-16,STANDARD,2026-08-01T15:16:00,2026-08-01T23:16:00,ALLOCATED,HOLD,LATAM,NEXT_DAY
ORD-100070,SKU-00305,1,DC-02,STANDARD,2026-08-01T15:17:00,2026-08-01T21:17:00,RELEASED,RELEASED,APAC,SAME_DAY
ORD-100071,SKU-00777,1,DC-01,STANDARD,2026-08-01T15:19:00,2026-08-01T23:19:00,PACKING,PACKING,EU,SAME_DAY
ORD-100072,SKU-00239,1,DC-13,CRITICAL,2026-08-01T15:24:00,2026-08-01T23:24:00,PACKING,PACKING,LATAM,SAME_DAY
ORD-100073,SKU-00796,1,DC-10,STANDARD,2026-08-01T15:25:00,2026-08-01T19:25:00,SHIPPED,SHIPPED,LATAM,STANDARD
ORD-100074,SKU-00809,1,DC-18,STANDARD,2026-08-01T15:28:00,2026-08-01T21:28:00,STAGED,STAGED,APAC,SAME_DAY
ORD-100075,SKU-00869,1,DC-04,STANDARD,2026-08-01T15:29:00,2026-08-02T03:29:00,STAGED,STAGED,APAC,NEXT_DAY
ORD-100076,SKU-00614,1,DC-04,STANDARD,2026-08-01T15:32:00,2026-08-01T21:32:00,RELEASED,RELEASED,LATAM,NEXT_DAY
ORD-100077,SKU-01188,1,DC-01,STANDARD,2026-08-01T15:34:00,2026-08-02T03:34:00,PACKING,PACKING,MEA,STANDARD
ORD-100078,SKU-00388,1,DC-16,STANDARD,2026-08-01T15:36:00,2026-08-01T19:36:00,ALLOCATED,ALLOCATED,APAC,SAME_DAY
ORD-100079,SKU-00976,1,DC-03,EXPEDITE,2026-08-01T15:38:00,2026-08-01T21:38:00,SHIPPED,HOLD,MEA,SAME_DAY
ORD-100080,SKU-00441,1,DC-16,STANDARD,2026-08-01T15:41:00,2026-08-02T03:41:00,ALLOCATED,ALLOCATED,APAC,SAME_DAY
ORD-100081,SKU-00896,1,DC-08,EXPEDITE,2026-08-01T15:58:00,2026-08-02T15:58:00,PACKING,EXCEPTION,EU,NEXT_DAY
ORD-100082,SKU-00840,1,DC-15,STANDARD,2026-08-01T16:07:00,2026-08-02T00:07:00,EXCEPTION,EXCEPTION,MEA,SAME_DAY
ORD-100083,SKU-00208,1,DC-17,CRITICAL,2026-08-01T16:12:00,2026-08-01T20:12:00,RELEASED,RELEASED,MEA,NEXT_DAY
ORD-100084,SKU-00419,1,DC-16,EXPEDITE,2026-08-01T16:13:00,2026-08-01T22:13:00,ALLOCATED,HOLD,APAC,SAME_DAY
ORD-100085,SKU-01007,1,DC-17,CRITICAL,2026-08-01T16:19:00,2026-08-02T00:19:00,PICKING,PICKING,APAC,STANDARD
ORD-100086,SKU-00433,1,DC-17,STANDARD,2026-08-01T16:47:00,2026-08-02T04:47:00,PICKING,PICKING,EU,NEXT_DAY
ORD-100087,SKU-00208,1,DC-04,STANDARD,2026-08-01T17:01:00,2026-08-01T23:01:00,RELEASED,HOLD,MEA,SAME_DAY
ORD-100088,SKU-00371,1,DC-15,EXPEDITE,2026-08-01T17:23:00,2026-08-02T17:23:00,PACKING,EXCEPTION,APAC,NEXT_DAY
ORD-100089,SKU-00738,1,DC-08,EXPEDITE,2026-08-01T17:28:00,2026-08-02T01:28:00,STAGED,STAGED,LATAM,STANDARD
ORD-100090,SKU-01138,1,DC-14,CRITICAL,2026-08-01T17:29:00,2026-08-02T01:29:00,EXCEPTION,HOLD,EU,STANDARD
ORD-100091,SKU-00636,1,DC-16,STANDARD,2026-08-01T17:32:00,2026-08-02T05:32:00,ALLOCATED,ALLOCATED,MEA,NEXT_DAY
ORD-100092,SKU-00442,1,DC-04,EXPEDITE,2026-08-01T17:42:00,2026-08-02T05:42:00,EXCEPTION,EXCEPTION,APAC,SAME_DAY
ORD-100093,SKU-00591,1,DC-01,STANDARD,2026-08-01T17:47:00,2026-08-01T21:47:00,SHIPPED,SHIPPED,MEA,NEXT_DAY
ORD-100094,SKU-00189,1,DC-06,STANDARD,2026-08-01T17:50:00,2026-08-01T23:50:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-100095,SKU-00018,1,DC-01,STANDARD,2026-08-01T18:14:00,2026-08-02T18:14:00,RELEASED,HOLD,MEA,STANDARD
ORD-100096,SKU-00686,1,DC-11,STANDARD,2026-08-01T18:14:00,2026-08-02T18:14:00,RELEASED,RELEASED,LATAM,NEXT_DAY
ORD-100097,SKU-00337,1,DC-11,CRITICAL,2026-08-01T18:18:00,2026-08-02T06:18:00,PICKING,PICKING,MEA,SAME_DAY
ORD-100098,SKU-00800,1,DC-14,STANDARD,2026-08-01T18:30:00,2026-08-01T22:30:00,EXCEPTION,EXCEPTION,MEA,STANDARD
ORD-100099,SKU-01099,1,DC-10,STANDARD,2026-08-01T18:36:00,2026-08-02T06:36:00,PACKING,HOLD,LATAM,STANDARD
ORD-100100,SKU-00633,1,DC-16,STANDARD,2026-08-01T18:55:00,2026-08-02T02:55:00,PACKING,PACKING,LATAM,STANDARD
ORD-100101,SKU-00170,1,DC-10,STANDARD,2026-08-01T18:58:00,2026-08-02T00:58:00,SHIPPED,HOLD,APAC,STANDARD
ORD-100102,SKU-00387,1,DC-15,STANDARD,2026-08-01T19:00:00,2026-08-02T03:00:00,SHIPPED,SHIPPED,APAC,SAME_DAY
ORD-100103,SKU-01177,1,DC-17,STANDARD,2026-08-01T19:06:00,2026-08-02T19:06:00,ALLOCATED,ALLOCATED,MEA,NEXT_DAY
ORD-100104,SKU-00317,1,DC-11,STANDARD,2026-08-01T19:16:00,2026-08-02T01:16:00,EXCEPTION,EXCEPTION,MEA,STANDARD
ORD-100105,SKU-00132,1,DC-12,EXPEDITE,2026-08-01T19:24:00,2026-08-01T23:24:00,ALLOCATED,ALLOCATED,MEA,NEXT_DAY
ORD-100106,SKU-00579,1,DC-05,CRITICAL,2026-08-01T19:43:00,2026-08-02T01:43:00,EXCEPTION,HOLD,MEA,NEXT_DAY
ORD-100107,SKU-00495,1,DC-03,STANDARD,2026-08-01T19:56:00,2026-08-01T23:56:00,PICKING,PICKING,MEA,SAME_DAY
ORD-100108,SKU-00203,1,DC-01,STANDARD,2026-08-01T20:09:00,2026-08-02T02:09:00,PACKING,PACKING,LATAM,NEXT_DAY
ORD-100109,SKU-00816,1,DC-13,STANDARD,2026-08-01T20:22:00,2026-08-02T00:22:00,EXCEPTION,EXCEPTION,EU,STANDARD
ORD-100110,SKU-00327,1,DC-16,EXPEDITE,2026-08-01T20:25:00,2026-08-02T04:25:00,STAGED,STAGED,EU,STANDARD
ORD-100111,SKU-00171,1,DC-05,STANDARD,2026-08-01T20:30:00,2026-08-02T20:30:00,ALLOCATED,HOLD,MEA,SAME_DAY
ORD-100112,SKU-00015,1,DC-07,STANDARD,2026-08-01T20:50:00,2026-08-02T20:50:00,STAGED,STAGED,APAC,NEXT_DAY
ORD-100113,SKU-00560,1,DC-12,STANDARD,2026-08-01T20:57:00,2026-08-02T00:57:00,EXCEPTION,HOLD,MEA,NEXT_DAY
ORD-100114,SKU-00510,1,DC-18,CRITICAL,2026-08-01T21:04:00,2026-08-02T05:04:00,EXCEPTION,HOLD,LATAM,NEXT_DAY
ORD-100115,SKU-00491,1,DC-15,STANDARD,2026-08-01T21:04:00,2026-08-02T05:04:00,PACKING,PACKING,EU,SAME_DAY
ORD-100116,SKU-00114,1,DC-08,STANDARD,2026-08-01T21:31:00,2026-08-02T21:31:00,PICKING,PICKING,LATAM,SAME_DAY
ORD-100117,SKU-00606,1,DC-18,CRITICAL,2026-08-01T21:38:00,2026-08-02T05:38:00,RELEASED,RELEASED,APAC,NEXT_DAY
ORD-100118,SKU-00828,1,DC-13,STANDARD,2026-08-01T21:50:00,2026-08-02T05:50:00,EXCEPTION,HOLD,APAC,STANDARD
ORD-100119,SKU-00498,1,DC-08,EXPEDITE,2026-08-01T21:57:00,2026-08-02T09:57:00,PICKING,PICKING,APAC,NEXT_DAY
ORD-100120,SKU-00366,1,DC-06,STANDARD,2026-08-01T22:08:00,2026-08-02T04:08:00,RELEASED,RELEASED,MEA,SAME_DAY
ORD-100121,SKU-00611,1,DC-18,CRITICAL,2026-08-01T22:09:00,2026-08-02T04:09:00,ALLOCATED,ALLOCATED,APAC,STANDARD
ORD-100122,SKU-00120,1,DC-08,STANDARD,2026-08-01T22:11:00,2026-08-02T10:11:00,PACKING,PACKING,LATAM,STANDARD
ORD-100123,SKU-00417,1,DC-17,EXPEDITE,2026-08-01T22:13:00,2026-08-02T04:13:00,ALLOCATED,HOLD,LATAM,NEXT_DAY
ORD-100124,SKU-00104,1,DC-16,STANDARD,2026-08-01T22:22:00,2026-08-02T06:22:00,STAGED,STAGED,EU,SAME_DAY
ORD-100125,SKU-00206,1,DC-13,EXPEDITE,2026-08-01T22:27:00,2026-08-02T10:27:00,PACKING,PACKING,APAC,STANDARD
ORD-100126,SKU-00109,1,DC-14,STANDARD,2026-08-01T22:32:00,2026-08-02T04:32:00,SHIPPED,SHIPPED,EU,STANDARD
ORD-100127,SKU-01052,1,DC-18,STANDARD,2026-08-01T22:33:00,2026-08-02T02:33:00,SHIPPED,SHIPPED,MEA,SAME_DAY
ORD-100128,SKU-00889,1,DC-08,EXPEDITE,2026-08-01T22:38:00,2026-08-02T06:38:00,STAGED,EXCEPTION,MEA,STANDARD
ORD-100129,SKU-01088,1,DC-10,STANDARD,2026-08-01T22:42:00,2026-08-02T02:42:00,RELEASED,EXCEPTION,APAC,STANDARD
ORD-100130,SKU-00131,1,DC-11,STANDARD,2026-08-01T22:45:00,2026-08-02T10:45:00,STAGED,STAGED,LATAM,NEXT_DAY
ORD-100131,SKU-00128,1,DC-14,STANDARD,2026-08-01T22:58:00,2026-08-02T04:58:00,PICKING,PICKING,APAC,NEXT_DAY
ORD-100132,SKU-00181,1,DC-13,EXPEDITE,2026-08-01T23:02:00,2026-08-02T05:02:00,PICKING,HOLD,EU,NEXT_DAY
ORD-100133,SKU-00405,1,DC-16,STANDARD,2026-08-01T23:05:00,2026-08-02T07:05:00,PACKING,HOLD,EU,STANDARD
ORD-100134,SKU-00743,1,DC-17,EXPEDITE,2026-08-01T23:26:00,2026-08-02T23:26:00,ALLOCATED,ALLOCATED,APAC,NEXT_DAY
ORD-100135,SKU-00840,1,DC-12,STANDARD,2026-08-01T23:29:00,2026-08-02T05:29:00,PACKING,PACKING,MEA,STANDARD
ORD-100136,SKU-00470,1,DC-17,STANDARD,2026-08-01T23:34:00,2026-08-02T03:34:00,RELEASED,RELEASED,EU,STANDARD
ORD-100137,SKU-00465,1,DC-11,STANDARD,2026-08-01T23:45:00,2026-08-02T23:45:00,EXCEPTION,EXCEPTION,APAC,STANDARD
ORD-100138,SKU-00743,1,DC-04,STANDARD,2026-08-01T23:46:00,2026-08-02T11:46:00,ALLOCATED,EXCEPTION,EU,NEXT_DAY
ORD-100139,SKU-00636,1,DC-03,STANDARD,2026-08-01T23:51:00,2026-08-02T05:51:00,PACKING,HOLD,APAC,NEXT_DAY
ORD-100140,SKU-00869,1,DC-02,STANDARD,2026-08-01T23:52:00,2026-08-02T05:52:00,EXCEPTION,EXCEPTION,EU,NEXT_DAY
ORD-100141,SKU-00991,1,DC-02,STANDARD,2026-08-01T23:52:00,2026-08-02T23:52:00,ALLOCATED,ALLOCATED,LATAM,STANDARD
ORD-100142,SKU-00493,1,DC-05,CRITICAL,2026-08-02T00:01:00,2026-08-02T04:01:00,RELEASED,RELEASED,APAC,NEXT_DAY
ORD-100143,SKU-00838,1,DC-11,STANDARD,2026-08-02T00:08:00,2026-08-02T04:08:00,PACKING,EXCEPTION,LATAM,SAME_DAY
ORD-100144,SKU-00506,1,DC-17,STANDARD,2026-08-02T00:16:00,2026-08-02T12:16:00,EXCEPTION,EXCEPTION,APAC,STANDARD
ORD-100145,SKU-00946,1,DC-05,STANDARD,2026-08-02T00:26:00,2026-08-03T00:26:00,RELEASED,RELEASED,APAC,STANDARD
ORD-100146,SKU-00003,1,DC-10,STANDARD,2026-08-02T00:28:00,2026-08-02T04:28:00,EXCEPTION,EXCEPTION,LATAM,NEXT_DAY
ORD-100147,SKU-00388,1,DC-15,STANDARD,2026-08-02T00:34:00,2026-08-02T06:34:00,ALLOCATED,ALLOCATED,APAC,NEXT_DAY
ORD-100148,SKU-00005,1,DC-11,STANDARD,2026-08-02T00:36:00,2026-08-02T12:36:00,ALLOCATED,ALLOCATED,LATAM,NEXT_DAY
ORD-100149,SKU-00183,1,DC-10,EXPEDITE,2026-08-02T00:40:00,2026-08-02T12:40:00,PICKING,PICKING,LATAM,SAME_DAY
ORD-100150,SKU-00316,1,DC-05,STANDARD,2026-08-02T00:41:00,2026-08-02T08:41:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-100151,SKU-00056,1,DC-12,STANDARD,2026-08-02T00:41:00,2026-08-03T00:41:00,RELEASED,RELEASED,MEA,NEXT_DAY
ORD-100152,SKU-00879,1,DC-13,STANDARD,2026-08-02T00:49:00,2026-08-02T08:49:00,EXCEPTION,EXCEPTION,LATAM,NEXT_DAY
ORD-100153,SKU-00564,1,DC-07,STANDARD,2026-08-02T00:57:00,2026-08-02T12:57:00,PACKING,HOLD,LATAM,STANDARD
ORD-100154,SKU-00228,1,DC-11,STANDARD,2026-08-02T01:01:00,2026-08-02T07:01:00,PICKING,EXCEPTION,LATAM,NEXT_DAY
ORD-100155,SKU-01167,1,DC-02,STANDARD,2026-08-02T01:16:00,2026-08-02T07:16:00,PICKING,PICKING,LATAM,SAME_DAY
ORD-100156,SKU-00530,1,DC-05,STANDARD,2026-08-02T01:26:00,2026-08-02T13:26:00,EXCEPTION,EXCEPTION,MEA,SAME_DAY
ORD-100157,SKU-00748,1,DC-09,STANDARD,2026-08-02T01:30:00,2026-08-03T01:30:00,STAGED,EXCEPTION,APAC,STANDARD
ORD-100158,SKU-00298,1,DC-01,EXPEDITE,2026-08-02T01:33:00,2026-08-02T07:33:00,ALLOCATED,EXCEPTION,APAC,SAME_DAY
ORD-100159,SKU-00849,1,DC-13,STANDARD,2026-08-02T01:45:00,2026-08-02T09:45:00,EXCEPTION,EXCEPTION,EU,STANDARD
ORD-100160,SKU-01028,1,DC-04,STANDARD,2026-08-02T01:47:00,2026-08-02T05:47:00,STAGED,STAGED,LATAM,NEXT_DAY
ORD-100161,SKU-00506,1,DC-03,STANDARD,2026-08-02T01:53:00,2026-08-02T07:53:00,SHIPPED,EXCEPTION,EU,SAME_DAY
ORD-100162,SKU-00014,1,DC-15,STANDARD,2026-08-02T01:55:00,2026-08-02T09:55:00,PACKING,PACKING,MEA,NEXT_DAY
ORD-100163,SKU-00103,1,DC-15,STANDARD,2026-08-02T02:03:00,2026-08-02T10:03:00,PICKING,PICKING,MEA,STANDARD
ORD-100164,SKU-00757,1,DC-06,STANDARD,2026-08-02T02:06:00,2026-08-02T10:06:00,PACKING,PACKING,MEA,NEXT_DAY
ORD-100165,SKU-00202,1,DC-16,EXPEDITE,2026-08-02T02:09:00,2026-08-02T14:09:00,STAGED,STAGED,LATAM,NEXT_DAY
ORD-100166,SKU-00505,1,DC-18,STANDARD,2026-08-02T02:32:00,2026-08-02T14:32:00,PACKING,HOLD,MEA,STANDARD
ORD-100167,SKU-01118,1,DC-17,STANDARD,2026-08-02T02:34:00,2026-08-02T10:34:00,EXCEPTION,HOLD,EU,STANDARD
ORD-100168,SKU-00153,1,DC-13,STANDARD,2026-08-02T02:38:00,2026-08-02T06:38:00,SHIPPED,HOLD,EU,SAME_DAY
ORD-100169,SKU-00931,1,DC-10,STANDARD,2026-08-02T02:39:00,2026-08-02T10:39:00,ALLOCATED,ALLOCATED,EU,SAME_DAY
ORD-100170,SKU-00127,1,DC-15,STANDARD,2026-08-02T02:47:00,2026-08-03T02:47:00,STAGED,EXCEPTION,EU,STANDARD
ORD-100171,SKU-01063,1,DC-09,STANDARD,2026-08-02T02:48:00,2026-08-02T14:48:00,PICKING,PICKING,APAC,NEXT_DAY
ORD-100172,SKU-01134,1,DC-10,STANDARD,2026-08-02T03:09:00,2026-08-02T11:09:00,SHIPPED,EXCEPTION,MEA,NEXT_DAY
ORD-100173,SKU-00075,1,DC-11,STANDARD,2026-08-02T03:31:00,2026-08-03T03:31:00,ALLOCATED,EXCEPTION,EU,SAME_DAY
ORD-100174,SKU-00171,1,DC-13,STANDARD,2026-08-02T03:36:00,2026-08-02T09:36:00,PICKING,PICKING,APAC,STANDARD
ORD-100175,SKU-00570,1,DC-09,EXPEDITE,2026-08-02T03:46:00,2026-08-02T15:46:00,PICKING,EXCEPTION,LATAM,STANDARD
ORD-100176,SKU-00886,1,DC-07,STANDARD,2026-08-02T03:53:00,2026-08-02T09:53:00,EXCEPTION,EXCEPTION,APAC,STANDARD
ORD-100177,SKU-00973,1,DC-09,STANDARD,2026-08-02T03:55:00,2026-08-02T07:55:00,EXCEPTION,HOLD,MEA,SAME_DAY
ORD-100178,SKU-00182,1,DC-03,EXPEDITE,2026-08-02T04:01:00,2026-08-02T16:01:00,ALLOCATED,EXCEPTION,APAC,SAME_DAY
