shipment_id,order_id,warehouse_id,tms_status,carrier,planned_departure,actual_departure
SHP-100101,ORD-100101,DC-10,DELAYED,Carrier-B,2026-08-02T04:08:00,2026-08-02T03:37:00
SHP-100102,ORD-100102,DC-15,DEPARTED,Carrier-C,2026-08-02T03:55:00,2026-08-02T03:49:00
SHP-100103,ORD-100103,DC-17,DELAYED,Carrier-D,2026-08-02T03:52:00,2026-08-02T03:26:00
SHP-100104,ORD-100104,DC-11,PLANNED,Carrier-C,2026-08-02T03:21:00,2026-08-02T02:24:00
SHP-100105,ORD-100105,DC-12,AT_DOCK,Carrier-B,2026-08-02T03:47:00,2026-08-02T03:26:00
SHP-100106,ORD-100106,DC-05,DELAYED,Carrier-A,2026-08-02T03:09:00,2026-08-02T03:30:00
SHP-100107,ORD-100107,DC-03,PLANNED,Carrier-B,2026-08-02T04:41:00,2026-08-02T03:13:00
SHP-100108,ORD-100108,DC-01,DELAYED,Carrier-B,2026-08-02T02:46:00,2026-08-02T03:26:00
SHP-100109,ORD-100109,DC-13,DELAYED,Carrier-B,2026-08-02T06:07:00,2026-08-02T05:20:00
SHP-100110,ORD-100110,DC-16,AT_DOCK,Carrier-C,2026-08-02T04:22:00,2026-08-02T04:55:00
SHP-100111,ORD-100111,DC-05,AT_DOCK,Carrier-D,2026-08-02T03:06:00,2026-08-02T03:43:00
SHP-100112,ORD-100112,DC-07,BOOKED,Carrier-C,2026-08-02T04:16:00,2026-08-02T04:07:00
SHP-100113,ORD-100113,DC-12,LOADED,Carrier-B,2026-08-02T03:53:00,2026-08-02T04:35:00
SHP-100114,ORD-100114,DC-18,PLANNED,Carrier-D,2026-08-02T04:52:00,2026-08-02T05:25:00
SHP-100115,ORD-100115,DC-15,DEPARTED,Carrier-B,2026-08-02T05:29:00,2026-08-02T05:56:00
SHP-100116,ORD-100116,DC-08,AT_DOCK,Carrier-D,2026-08-02T05:28:00,2026-08-02T05:49:00
SHP-100117,ORD-100117,DC-18,DEPARTED,Carrier-C,2026-08-02T06:34:00,2026-08-02T05:23:00
SHP-100118,ORD-100118,DC-13,BOOKED,Carrier-B,2026-08-02T06:24:00,2026-08-02T04:56:00
SHP-100119,ORD-100119,DC-08,AT_DOCK,Carrier-A,2026-08-02T06:49:00,2026-08-02T05:32:00
SHP-100120,ORD-100120,DC-06,AT_DOCK,Carrier-D,2026-08-02T07:08:00,2026-08-02T06:58:00
SHP-100121,ORD-100121,DC-18,DELAYED,Carrier-B,2026-08-02T06:25:00,2026-08-02T05:23:00
SHP-100122,ORD-100122,DC-08,DEPARTED,Carrier-A,2026-08-02T06:17:00,2026-08-02T07:02:00
SHP-100123,ORD-100123,DC-17,BOOKED,Carrier-A,2026-08-02T06:34:00,2026-08-02T06:25:00
SHP-100124,ORD-100124,DC-16,BOOKED,Carrier-D,2026-08-02T05:54:00,2026-08-02T06:23:00
SHP-100125,ORD-100125,DC-13,DEPARTED,Carrier-D,2026-08-02T06:42:00,2026-08-02T05:42:00
SHP-100126,ORD-100126,DC-14,DEPARTED,Carrier-D,2026-08-02T07:05:00,2026-08-02T06:26:00
SHP-100127,ORD-100127,DC-18,BOOKED,Carrier-D,2026-08-02T06:17:00,2026-08-02T06:00:00
SHP-100128,ORD-100128,DC-08,DEPARTED,Carrier-A,2026-08-02T06:21:00,2026-08-02T05:51:00
SHP-100129,ORD-100129,DC-10,AT_DOCK,Carrier-B,2026-08-02T06:57:00,2026-08-02T07:35:00
SHP-100130,ORD-100130,DC-11,PLANNED,Carrier-B,2026-08-02T05:45:00,2026-08-02T06:16:00
SHP-100131,ORD-100131,DC-14,BOOKED,Carrier-A,2026-08-02T09:18:00,2026-08-02T07:55:00
SHP-100132,ORD-100132,DC-13,DEPARTED,Carrier-D,2026-08-02T06:30:00,2026-08-02T06:37:00
SHP-100133,ORD-100133,DC-16,BOOKED,Carrier-B,2026-08-02T06:21:00,2026-08-02T07:05:00
SHP-100134,ORD-100134,DC-17,AT_DOCK,Carrier-A,2026-08-02T07:56:00,2026-08-02T06:32:00
SHP-100135,ORD-100135,DC-12,BOOKED,Carrier-A,2026-08-02T07:28:00,2026-08-02T07:38:00
SHP-100136,ORD-100136,DC-17,DELAYED,Carrier-A,2026-08-02T07:31:00,2026-08-02T08:00:00
SHP-100137,ORD-100137,DC-11,DEPARTED,Carrier-C,2026-08-02T09:02:00,2026-08-02T07:43:00
SHP-100138,ORD-100138,DC-04,DELAYED,Carrier-B,2026-08-02T07:15:00,2026-08-02T07:35:00
SHP-100139,ORD-100139,DC-03,DEPARTED,Carrier-B,2026-08-02T07:28:00,2026-08-02T07:14:00
SHP-100140,ORD-100140,DC-02,BOOKED,Carrier-B,2026-08-02T08:41:00,2026-08-02T08:21:00
SHP-100141,ORD-100141,DC-02,DEPARTED,Carrier-B,2026-08-02T07:42:00,2026-08-02T07:26:00
SHP-100142,ORD-100142,DC-05,AT_DOCK,Carrier-D,2026-08-02T06:49:00,2026-08-02T07:27:00
SHP-100143,ORD-100143,DC-11,PLANNED,Carrier-B,2026-08-02T07:31:00,2026-08-02T07:55:00
SHP-100144,ORD-100144,DC-17,DEPARTED,Carrier-A,2026-08-02T07:40:00,2026-08-02T07:21:00
SHP-100145,ORD-100145,DC-05,DEPARTED,Carrier-B,2026-08-02T09:59:00,2026-08-02T08:56:00
SHP-100146,ORD-100146,DC-10,AT_DOCK,Carrier-C,2026-08-02T09:02:00,2026-08-02T07:48:00
SHP-100147,ORD-100147,DC-15,BOOKED,Carrier-D,2026-08-02T07:30:00,2026-08-02T07:40:00
SHP-100148,ORD-100148,DC-11,LOADED,Carrier-D,2026-08-02T10:13:00,2026-08-02T08:46:00
SHP-100149,ORD-100149,DC-10,BOOKED,Carrier-D,2026-08-02T07:57:00,2026-08-02T08:39:00
SHP-100150,ORD-100150,DC-05,LOADED,Carrier-B,2026-08-02T08:18:00,2026-08-02T08:45:00
SHP-100151,ORD-100151,DC-12,BOOKED,Carrier-B,2026-08-02T09:28:00,2026-08-02T09:35:00
SHP-100152,ORD-100152,DC-13,BOOKED,Carrier-C,2026-08-02T09:28:00,2026-08-02T08:07:00
SHP-100153,ORD-100153,DC-07,DELAYED,Carrier-D,2026-08-02T08:59:00,2026-08-02T08:01:00
SHP-100154,ORD-100154,DC-11,DELAYED,Carrier-C,2026-08-02T09:16:00,2026-08-02T08:18:00
SHP-100155,ORD-100155,DC-02,PLANNED,Carrier-B,2026-08-02T09:02:00,2026-08-02T08:30:00
SHP-100156,ORD-100156,DC-05,LOADED,Carrier-C,2026-08-02T09:33:00,2026-08-02T09:44:00
SHP-100157,ORD-100157,DC-09,DEPARTED,Carrier-B,2026-08-02T10:01:00,2026-08-02T08:43:00
SHP-100158,ORD-100158,DC-01,LOADED,Carrier-B,2026-08-02T09:17:00,2026-08-02T08:40:00
SHP-100159,ORD-100159,DC-13,LOADED,Carrier-B,2026-08-02T09:21:00,2026-08-02T09:29:00
SHP-100160,ORD-100160,DC-04,AT_DOCK,Carrier-B,2026-08-02T12:15:00,2026-08-02T10:46:00
SHP-100161,ORD-100161,DC-03,DEPARTED,Carrier-C,2026-08-02T10:21:00,2026-08-02T09:08:00
SHP-100162,ORD-100162,DC-15,DELAYED,Carrier-A,2026-08-02T08:52:00,2026-08-02T09:14:00
SHP-100163,ORD-100163,DC-15,PLANNED,Carrier-A,2026-08-02T11:05:00,2026-08-02T10:06:00
SHP-100164,ORD-100164,DC-06,BOOKED,Carrier-C,2026-08-02T10:33:00,2026-08-02T10:53:00
SHP-100165,ORD-100165,DC-16,LOADED,Carrier-B,2026-08-02T10:34:00,2026-08-02T11:00:00
SHP-100166,ORD-100166,DC-18,DEPARTED,Carrier-B,2026-08-02T11:10:00,2026-08-02T11:20:00
SHP-100167,ORD-100167,DC-17,LOADED,Carrier-D,2026-08-02T11:26:00,2026-08-02T10:09:00
SHP-100168,ORD-100168,DC-13,DEPARTED,Carrier-A,2026-08-02T12:23:00,2026-08-02T10:59:00
SHP-100169,ORD-100169,DC-10,LOADED,Carrier-C,2026-08-02T10:58:00,2026-08-02T10:14:00
SHP-100170,ORD-100170,DC-15,AT_DOCK,Carrier-B,2026-08-02T11:11:00,2026-08-02T10:06:00
SHP-100171,ORD-100171,DC-09,DEPARTED,Carrier-D,2026-08-02T09:52:00,2026-08-02T10:08:00
SHP-100172,ORD-100172,DC-10,PLANNED,Carrier-D,2026-08-02T11:05:00,2026-08-02T11:49:00
SHP-100173,ORD-100173,DC-11,DELAYED,Carrier-C,2026-08-02T12:30:00,2026-08-02T11:06:00
SHP-100174,ORD-100174,DC-13,DEPARTED,Carrier-A,2026-08-02T10:28:00,2026-08-02T11:08:00
SHP-100175,ORD-100175,DC-09,AT_DOCK,Carrier-C,2026-08-02T10:50:00,2026-08-02T11:34:00
SHP-100176,ORD-100176,DC-07,DEPARTED,Carrier-A,2026-08-02T11:42:00,2026-08-02T11:37:00
SHP-100177,ORD-100177,DC-09,BOOKED,Carrier-B,2026-08-02T13:30:00,2026-08-02T12:39:00
SHP-100178,ORD-100178,DC-03,AT_DOCK,Carrier-C,2026-08-02T12:45:00,2026-08-02T11:25:00
SHP-100179,ORD-100179,DC-12,AT_DOCK,Carrier-B,2026-08-02T11:37:00,2026-08-02T12:11:00
SHP-100180,ORD-100180,DC-07,LOADED,Carrier-D,2026-08-02T12:47:00,2026-08-02T11:30:00
SHP-100181,ORD-100181,DC-17,DELAYED,Carrier-B,2026-08-02T12:03:00,2026-08-02T12:32:00
SHP-100182,ORD-100182,DC-16,AT_DOCK,Carrier-D,2026-08-02T13:17:00,2026-08-02T13:10:00
SHP-100183,ORD-100183,DC-12,BOOKED,Carrier-D,2026-08-02T12:05:00,2026-08-02T12:31:00
SHP-100184,ORD-100184,DC-08,PLANNED,Carrier-C,2026-08-02T13:59:00,2026-08-02T12:47:00
SHP-100185,ORD-100185,DC-05,LOADED,Carrier-B,2026-08-02T12:57:00,2026-08-02T13:32:00
SHP-100186,ORD-100186,DC-09,BOOKED,Carrier-B,2026-08-02T12:16:00,2026-08-02T12:29:00
SHP-100187,ORD-100187,DC-18,BOOKED,Carrier-D,2026-08-02T12:51:00,2026-08-02T12:34:00
SHP-100188,ORD-100188,DC-06,PLANNED,Carrier-A,2026-08-02T11:34:00,2026-08-02T12:17:00
SHP-100189,ORD-100189,DC-06,DELAYED,Carrier-A,2026-08-02T12:39:00,2026-08-02T13:17:00
SHP-100190,ORD-100190,DC-05,BOOKED,Carrier-B,2026-08-02T12:26:00,2026-08-02T13:09:00
SHP-100191,ORD-100191,DC-16,DELAYED,Carrier-B,2026-08-02T12:57:00,2026-08-02T12:26:00
SHP-100192,ORD-100192,DC-08,AT_DOCK,Carrier-B,2026-08-02T12:59:00,2026-08-02T12:53:00
SHP-100193,ORD-100193,DC-08,LOADED,Carrier-C,2026-08-02T13:52:00,2026-08-02T14:08:00
SHP-100194,ORD-100194,DC-15,DELAYED,Carrier-A,2026-08-02T13:30:00,2026-08-02T13:41:00
SHP-100195,ORD-100195,DC-17,LOADED,Carrier-D,2026-08-02T14:39:00,2026-08-02T14:16:00
SHP-100196,ORD-100196,DC-17,BOOKED,Carrier-A,2026-08-02T13:10:00,2026-08-02T13:33:00
SHP-100197,ORD-100197,DC-04,AT_DOCK,Carrier-D,2026-08-02T14:00:00,2026-08-02T13:09:00
SHP-100198,ORD-100198,DC-08,BOOKED,Carrier-A,2026-08-02T13:19:00,2026-08-02T13:39:00
SHP-100199,ORD-100199,DC-08,LOADED,Carrier-C,2026-08-02T14:26:00,2026-08-02T14:06:00
SHP-100200,ORD-100200,DC-01,PLANNED,Carrier-A,2026-08-02T15:56:00,2026-08-02T14:31:00
SHP-100201,ORD-100201,DC-09,PLANNED,Carrier-C,2026-08-02T14:21:00,2026-08-02T13:17:00
SHP-100202,ORD-100202,DC-16,AT_DOCK,Carrier-D,2026-08-02T15:39:00,2026-08-02T14:15:00
SHP-100203,ORD-100203,DC-07,AT_DOCK,Carrier-C,2026-08-02T14:53:00,2026-08-02T13:27:00
SHP-100204,ORD-100204,DC-08,BOOKED,Carrier-B,2026-08-02T15:11:00,2026-08-02T14:18:00
SHP-100205,ORD-100205,DC-15,LOADED,Carrier-C,2026-08-02T15:14:00,2026-08-02T15:06:00
SHP-100206,ORD-100206,DC-10,DELAYED,Carrier-A,2026-08-02T15:14:00,2026-08-02T14:04:00
SHP-100207,ORD-100207,DC-16,AT_DOCK,Carrier-B,2026-08-02T15:21:00,2026-08-02T15:28:00
SHP-100208,ORD-100208,DC-09,PLANNED,Carrier-C,2026-08-02T16:20:00,2026-08-02T15:45:00
SHP-100209,ORD-100209,DC-10,PLANNED,Carrier-A,2026-08-02T16:21:00,2026-08-02T15:11:00
SHP-100210,ORD-100210,DC-07,BOOKED,Carrier-A,2026-08-02T14:27:00,2026-08-02T14:43:00
SHP-100211,ORD-100211,DC-06,BOOKED,Carrier-D,2026-08-02T13:42:00,2026-08-02T14:18:00
SHP-100212,ORD-100212,DC-04,PLANNED,Carrier-C,2026-08-02T15:59:00,2026-08-02T16:32:00
SHP-100213,ORD-100213,DC-09,PLANNED,Carrier-B,2026-08-02T15:07:00,2026-08-02T14:48:00
SHP-100214,ORD-100214,DC-13,PLANNED,Carrier-B,2026-08-02T15:09:00,2026-08-02T15:16:00
SHP-100215,ORD-100215,DC-04,LOADED,Carrier-A,2026-08-02T14:27:00,2026-08-02T15:09:00
SHP-100216,ORD-100216,DC-13,LOADED,Carrier-A,2026-08-02T16:26:00,2026-08-02T15:42:00
SHP-100217,ORD-100217,DC-17,BOOKED,Carrier-C,2026-08-02T15:24:00,2026-08-02T15:31:00
SHP-100218,ORD-100218,DC-01,BOOKED,Carrier-A,2026-08-02T16:53:00,2026-08-02T16:19:00
SHP-100219,ORD-100219,DC-09,LOADED,Carrier-B,2026-08-02T18:03:00,2026-08-02T16:56:00
SHP-100220,ORD-100220,DC-18,LOADED,Carrier-C,2026-08-02T16:39:00,2026-08-02T16:11:00
SHP-100221,ORD-100221,DC-09,PLANNED,Carrier-A,2026-08-02T15:53:00,2026-08-02T16:38:00
SHP-100222,ORD-100222,DC-06,PLANNED,Carrier-B,2026-08-02T15:59:00,2026-08-02T15:41:00
SHP-100223,ORD-100223,DC-16,DELAYED,Carrier-A,2026-08-02T17:16:00,2026-08-02T16:44:00
SHP-100224,ORD-100224,DC-03,PLANNED,Carrier-B,2026-08-02T17:57:00,2026-08-02T17:39:00
SHP-100225,ORD-100225,DC-05,BOOKED,Carrier-A,2026-08-02T18:48:00,2026-08-02T17:48:00
SHP-100226,ORD-100226,DC-05,DEPARTED,Carrier-B,2026-08-02T18:14:00,2026-08-02T17:36:00
SHP-100227,ORD-100227,DC-02,DELAYED,Carrier-D,2026-08-02T19:05:00,2026-08-02T17:43:00
SHP-100228,ORD-100228,DC-03,LOADED,Carrier-D,2026-08-02T17:16:00,2026-08-02T17:00:00
SHP-100229,ORD-100229,DC-08,DELAYED,Carrier-B,2026-08-02T17:16:00,2026-08-02T17:45:00
SHP-100230,ORD-100230,DC-15,DELAYED,Carrier-A,2026-08-02T19:15:00,2026-08-02T18:10:00
SHP-100231,ORD-100231,DC-01,BOOKED,Carrier-B,2026-08-02T18:50:00,2026-08-02T17:45:00
SHP-100232,ORD-100232,DC-11,LOADED,Carrier-D,2026-08-02T19:17:00,2026-08-02T18:33:00
SHP-100233,ORD-100233,DC-06,PLANNED,Carrier-B,2026-08-02T19:29:00,2026-08-02T19:05:00
SHP-100234,ORD-100234,DC-11,AT_DOCK,Carrier-A,2026-08-02T18:28:00,2026-08-02T17:42:00
SHP-100235,ORD-100235,DC-13,AT_DOCK,Carrier-B,2026-08-02T19:31:00,2026-08-02T19:20:00
SHP-100236,ORD-100236,DC-04,BOOKED,Carrier-A,2026-08-02T18:39:00,2026-08-02T18:46:00
SHP-100237,ORD-100237,DC-05,BOOKED,Carrier-D,2026-08-02T20:52:00,2026-08-02T19:35:00
SHP-100238,ORD-100238,DC-10,DELAYED,Carrier-A,2026-08-02T20:24:00,2026-08-02T19:12:00
