order_id,sku,order_quantity,warehouse_id,priority,created_at,carrier_cutoff,oms_status,wms_status,customer_region,service_level
ORD-000049,SKU-00885,1,DC-07,STANDARD,2026-08-04T16:56:00,2026-08-05T00:56:00,PICKING,HOLD,EU,STANDARD
ORD-000050,SKU-01177,1,DC-15,STANDARD,2026-08-16T22:56:00,2026-08-17T06:56:00,RELEASED,EXCEPTION,,SAME_DAY
ORD-000051,SKU-00863,1,DC-02,STANDARD,2026-08-19T10:50:00,2026-08-19T22:50:00,ALLOCATED,EXCEPTION,APAC,STANDARD
ORD-000052,SKU-00626,1,DC-13,STANDARD,2026-08-08T19:32:00,2026-08-09T07:32:00,RELEASED,RELEASED,EU,STANDARD
ORD-000053,SKU-00197,1,DC-06,STANDARD,2026-08-07T15:46:00,2026-08-07T19:46:00,ALLOCATED,ALLOCATED,,STANDARD
ORD-000054,SKU-00923,1,DC-05,STANDARD,2026-08-11T13:44:00,2026-08-11T17:44:00,SHIPPED,SHIPPED,,NEXT_DAY
ORD-000055,SKU-00639,1,DC-02,STANDARD,2026-08-01T19:00:00,2026-08-01T23:00:00,PACKING,PACKING,APAC,STANDARD
ORD-000056,SKU-00673,1,DC-02,STANDARD,2026-08-09T08:01:00,2026-08-09T14:01:00,PACKING,EXCEPTION,LATAM,SAME_DAY
ORD-000057,SKU-00736,1,DC-13,STANDARD,2026-08-27T08:41:00,2026-08-27T16:41:00,STAGED,STAGED,LATAM,STANDARD
ORD-000058,SKU-01015,1,DC-16,EXPEDITE,2026-08-09T06:09:00,2026-08-09T14:09:00,EXCEPTION,HOLD,EU,NEXT_DAY
ORD-000059,SKU-00258,1,DC-14,STANDARD,2026-08-05T03:20:00,2026-08-05T15:20:00,SHIPPED,HOLD,MEA,STANDARD
ORD-000060,SKU-00929,1,DC-04,EXPEDITE,2026-09-01T00:10:00,2026-09-01T04:10:00,STAGED,STAGED,,SAME_DAY
ORD-000061,SKU-00234,1,DC-10,STANDARD,2026-08-26T05:51:00,2026-08-26T13:51:00,PACKING,EXCEPTION,EU,STANDARD
ORD-000062,SKU-00818,1,DC-01,STANDARD,2026-08-23T02:07:00,2026-08-24T02:07:00,RELEASED,RELEASED,LATAM,NEXT_DAY
ORD-000063,SKU-00764,1,DC-01,STANDARD,2026-08-27T22:54:00,2026-08-28T22:54:00,RELEASED,RELEASED,APAC,SAME_DAY
ORD-000064,SKU-00570,1,DC-02,STANDARD,2026-08-23T16:04:00,2026-08-24T00:04:00,PICKING,EXCEPTION,EU,SAME_DAY
ORD-000065,SKU-00470,1,DC-13,STANDARD,2026-08-29T19:41:00,2026-08-30T07:41:00,EXCEPTION,EXCEPTION,,SAME_DAY
ORD-000066,SKU-00106,1,DC-08,STANDARD,2026-08-07T03:37:00,2026-08-07T15:37:00,PICKING,PICKING,APAC,SAME_DAY
ORD-000067,SKU-00431,1,DC-16,CRITICAL,2026-08-10T05:03:00,2026-08-10T13:03:00,PACKING,EXCEPTION,LATAM,NEXT_DAY
ORD-000068,SKU-00254,1,DC-06,STANDARD,2026-08-05T17:42:00,2026-08-06T17:42:00,STAGED,STAGED,,NEXT_DAY
ORD-000069,SKU-00921,1,DC-15,STANDARD,2026-08-17T00:29:00,2026-08-17T08:29:00,STAGED,EXCEPTION,MEA,NEXT_DAY
ORD-000070,SKU-00502,1,DC-02,STANDARD,2026-08-08T07:32:00,2026-08-08T15:32:00,SHIPPED,EXCEPTION,,SAME_DAY
ORD-000071,SKU-00936,1,DC-12,CRITICAL,2026-08-11T21:58:00,2026-08-12T05:58:00,RELEASED,EXCEPTION,APAC,SAME_DAY
ORD-000072,SKU-00367,1,DC-09,EXPEDITE,2026-08-12T19:18:00,2026-08-12T23:18:00,STAGED,STAGED,,STANDARD
ORD-000073,SKU-00685,1,DC-16,CRITICAL,2026-08-25T19:01:00,2026-08-26T19:01:00,RELEASED,RELEASED,LATAM,SAME_DAY
ORD-000074,SKU-00599,1,DC-03,STANDARD,2026-08-23T11:09:00,2026-08-23T19:09:00,RELEASED,HOLD,LATAM,SAME_DAY
ORD-000075,SKU-00584,1,DC-04,EXPEDITE,2026-08-08T21:31:00,2026-08-09T03:31:00,EXCEPTION,HOLD,,SAME_DAY
ORD-000076,SKU-01032,1,DC-09,EXPEDITE,2026-09-04T20:04:00,2026-09-05T20:04:00,EXCEPTION,EXCEPTION,EU,STANDARD
ORD-000077,SKU-00521,1,DC-17,STANDARD,2026-08-29T07:32:00,2026-08-29T19:32:00,SHIPPED,SHIPPED,MEA,SAME_DAY
ORD-000078,SKU-00726,1,DC-12,STANDARD,2026-08-31T11:59:00,2026-08-31T17:59:00,ALLOCATED,ALLOCATED,APAC,NEXT_DAY
ORD-000079,SKU-01153,1,DC-08,STANDARD,2026-08-01T20:33:00,2026-08-02T20:33:00,STAGED,STAGED,,NEXT_DAY
ORD-000080,SKU-00136,1,DC-09,STANDARD,2026-08-03T02:15:00,2026-08-03T08:15:00,PICKING,PICKING,EU,SAME_DAY
ORD-000081,SKU-00329,1,DC-17,CRITICAL,2026-08-16T10:54:00,2026-08-17T10:54:00,EXCEPTION,EXCEPTION,EU,STANDARD
ORD-000082,SKU-00772,1,DC-17,STANDARD,2026-08-21T19:11:00,2026-08-22T07:11:00,ALLOCATED,ALLOCATED,APAC,SAME_DAY
ORD-000083,SKU-00902,1,DC-17,STANDARD,2026-08-11T10:46:00,2026-08-11T14:46:00,RELEASED,RELEASED,APAC,SAME_DAY
ORD-000084,SKU-01096,1,DC-16,STANDARD,2026-08-24T16:27:00,2026-08-25T16:27:00,SHIPPED,HOLD,,SAME_DAY
ORD-000085,SKU-00995,1,DC-15,STANDARD,2026-08-14T23:00:00,2026-08-15T05:00:00,PICKING,PICKING,LATAM,STANDARD
ORD-000086,SKU-00720,1,DC-10,STANDARD,2026-08-20T03:37:00,2026-08-20T09:37:00,ALLOCATED,ALLOCATED,,NEXT_DAY
ORD-000087,SKU-00577,1,DC-06,STANDARD,2026-08-01T06:39:00,2026-08-01T14:39:00,RELEASED,EXCEPTION,EU,NEXT_DAY
ORD-000088,SKU-00476,1,DC-17,STANDARD,2026-08-11T10:41:00,2026-08-11T14:41:00,STAGED,EXCEPTION,EU,SAME_DAY
ORD-000089,SKU-01104,1,DC-08,EXPEDITE,2026-08-27T12:23:00,2026-08-27T18:23:00,STAGED,EXCEPTION,APAC,NEXT_DAY
ORD-000090,SKU-00034,1,DC-13,STANDARD,2026-09-02T19:14:00,2026-09-03T07:14:00,EXCEPTION,EXCEPTION,,NEXT_DAY
ORD-000091,SKU-00829,1,DC-03,CRITICAL,2026-08-04T08:32:00,2026-08-04T16:32:00,EXCEPTION,EXCEPTION,,SAME_DAY
ORD-000092,SKU-00505,1,DC-07,STANDARD,2026-08-13T16:04:00,2026-08-14T16:04:00,PACKING,PACKING,,SAME_DAY
ORD-000093,SKU-00463,1,DC-15,STANDARD,2026-08-06T15:47:00,2026-08-06T19:47:00,ALLOCATED,ALLOCATED,EU,STANDARD
ORD-000094,SKU-00227,1,DC-10,STANDARD,2026-08-29T16:50:00,2026-08-30T04:50:00,PICKING,EXCEPTION,,NEXT_DAY
ORD-000095,SKU-00704,1,DC-04,STANDARD,2026-08-02T15:31:00,2026-08-03T03:31:00,EXCEPTION,EXCEPTION,,STANDARD
ORD-000096,SKU-00058,1,DC-14,STANDARD,2026-08-08T20:39:00,2026-08-09T20:39:00,PACKING,HOLD,,NEXT_DAY
ORD-000097,SKU-00385,1,DC-10,CRITICAL,2026-08-30T10:27:00,2026-08-30T16:27:00,RELEASED,RELEASED,APAC,SAME_DAY
ORD-000098,SKU-00682,1,DC-09,STANDARD,2026-08-23T05:35:00,2026-08-23T17:35:00,STAGED,STAGED,,NEXT_DAY
ORD-000099,SKU-00198,1,DC-07,STANDARD,2026-08-28T01:36:00,2026-08-28T07:36:00,PICKING,PICKING,,STANDARD
ORD-000100,SKU-01019,1,DC-11,STANDARD,2026-08-01T08:41:00,2026-08-01T16:41:00,ALLOCATED,EXCEPTION,MEA,STANDARD
ORD-000101,SKU-01079,1,DC-14,STANDARD,2026-08-22T11:41:00,2026-08-22T15:41:00,RELEASED,EXCEPTION,,STANDARD
ORD-000102,SKU-00371,1,DC-06,STANDARD,2026-09-04T13:45:00,2026-09-05T13:45:00,RELEASED,EXCEPTION,APAC,STANDARD
ORD-000103,SKU-00076,1,DC-04,STANDARD,2026-08-27T11:01:00,2026-08-27T19:01:00,EXCEPTION,EXCEPTION,LATAM,NEXT_DAY
ORD-000104,SKU-00554,1,DC-04,EXPEDITE,2026-08-18T22:59:00,2026-08-19T06:59:00,ALLOCATED,ALLOCATED,EU,SAME_DAY
ORD-000105,SKU-00396,1,DC-15,STANDARD,2026-08-04T11:19:00,2026-08-04T17:19:00,RELEASED,RELEASED,APAC,SAME_DAY
ORD-000106,SKU-00700,1,DC-12,STANDARD,2026-08-10T23:43:00,2026-08-11T07:43:00,EXCEPTION,EXCEPTION,MEA,NEXT_DAY
ORD-000107,SKU-00222,1,DC-01,STANDARD,2026-08-18T08:45:00,2026-08-18T12:45:00,ALLOCATED,ALLOCATED,MEA,SAME_DAY
ORD-000108,SKU-00240,1,DC-02,STANDARD,2026-08-30T01:52:00,2026-08-30T13:52:00,STAGED,HOLD,APAC,SAME_DAY
ORD-000109,SKU-00440,1,DC-01,CRITICAL,2026-08-18T10:42:00,2026-08-18T14:42:00,PICKING,PICKING,EU,STANDARD
ORD-000110,SKU-00535,1,DC-02,STANDARD,2026-08-22T23:03:00,2026-08-23T11:03:00,ALLOCATED,ALLOCATED,EU,NEXT_DAY
ORD-000111,SKU-00432,1,DC-18,STANDARD,2026-08-10T02:20:00,2026-08-10T14:20:00,STAGED,HOLD,APAC,STANDARD
ORD-000112,SKU-00505,1,DC-14,STANDARD,2026-08-25T00:07:00,2026-08-25T04:07:00,STAGED,EXCEPTION,MEA,STANDARD
ORD-000113,SKU-00201,1,DC-18,EXPEDITE,2026-08-20T11:23:00,2026-08-20T15:23:00,RELEASED,RELEASED,APAC,NEXT_DAY
ORD-000114,SKU-00963,1,DC-09,STANDARD,2026-08-14T12:47:00,2026-08-15T00:47:00,ALLOCATED,HOLD,MEA,SAME_DAY
ORD-000115,SKU-01165,1,DC-14,STANDARD,2026-08-24T02:16:00,2026-08-24T10:16:00,PICKING,PICKING,,NEXT_DAY
ORD-000116,SKU-00430,1,DC-09,EXPEDITE,2026-09-01T19:36:00,2026-09-02T01:36:00,EXCEPTION,EXCEPTION,APAC,STANDARD
ORD-000117,SKU-00554,1,DC-12,STANDARD,2026-08-26T05:23:00,2026-08-26T11:23:00,PICKING,HOLD,APAC,NEXT_DAY
ORD-000118,SKU-00776,1,DC-16,STANDARD,2026-08-21T15:48:00,2026-08-22T03:48:00,STAGED,STAGED,EU,SAME_DAY
ORD-000119,SKU-01113,1,DC-17,EXPEDITE,2026-08-25T09:20:00,2026-08-26T09:20:00,PACKING,PACKING,,STANDARD
ORD-000120,SKU-00391,1,DC-01,STANDARD,2026-08-09T22:34:00,2026-08-10T22:34:00,SHIPPED,SHIPPED,APAC,STANDARD
ORD-000121,SKU-00325,1,DC-16,STANDARD,2026-08-17T16:24:00,2026-08-18T04:24:00,ALLOCATED,HOLD,APAC,NEXT_DAY
ORD-000122,SKU-00875,1,DC-18,CRITICAL,2026-08-20T05:51:00,2026-08-20T17:51:00,RELEASED,EXCEPTION,LATAM,NEXT_DAY
ORD-000123,SKU-00090,1,DC-18,CRITICAL,2026-09-04T07:24:00,2026-09-04T15:24:00,ALLOCATED,ALLOCATED,MEA,STANDARD
ORD-000124,SKU-00505,1,DC-14,STANDARD,2026-08-18T09:11:00,2026-08-18T17:11:00,RELEASED,RELEASED,MEA,STANDARD
ORD-000125,SKU-00092,1,DC-01,STANDARD,2026-09-04T19:37:00,2026-09-04T23:37:00,ALLOCATED,ALLOCATED,APAC,STANDARD
ORD-000126,SKU-00029,1,DC-03,CRITICAL,2026-08-09T20:44:00,2026-08-10T02:44:00,RELEASED,RELEASED,LATAM,NEXT_DAY
ORD-000127,SKU-01153,1,DC-12,STANDARD,2026-08-21T22:41:00,2026-08-22T06:41:00,RELEASED,RELEASED,MEA,NEXT_DAY
ORD-000128,SKU-00511,1,DC-12,EXPEDITE,2026-08-18T10:27:00,2026-08-18T14:27:00,PICKING,PICKING,LATAM,SAME_DAY
ORD-000129,SKU-00546,1,DC-18,STANDARD,2026-08-18T21:09:00,2026-08-19T09:09:00,EXCEPTION,EXCEPTION,,STANDARD
ORD-000130,SKU-00126,1,DC-01,STANDARD,2026-08-03T12:38:00,2026-08-04T12:38:00,STAGED,EXCEPTION,EU,SAME_DAY
ORD-000131,SKU-00612,1,DC-09,STANDARD,2026-08-08T09:31:00,2026-08-08T17:31:00,PACKING,PACKING,APAC,SAME_DAY
ORD-000132,SKU-00570,1,DC-02,STANDARD,2026-08-23T03:17:00,2026-08-24T03:17:00,ALLOCATED,ALLOCATED,,NEXT_DAY
ORD-000133,SKU-00438,1,DC-03,STANDARD,2026-08-22T21:59:00,2026-08-23T03:59:00,SHIPPED,EXCEPTION,LATAM,STANDARD
ORD-000134,SKU-00603,1,DC-11,STANDARD,2026-08-07T06:51:00,2026-08-07T14:51:00,SHIPPED,SHIPPED,LATAM,NEXT_DAY
ORD-000135,SKU-00310,1,DC-10,STANDARD,2026-08-09T04:15:00,2026-08-09T10:15:00,ALLOCATED,HOLD,APAC,SAME_DAY
ORD-000136,SKU-00609,1,DC-06,EXPEDITE,2026-08-31T19:13:00,2026-09-01T19:13:00,STAGED,HOLD,MEA,SAME_DAY
ORD-000137,SKU-00459,1,DC-13,STANDARD,2026-08-11T20:20:00,2026-08-12T08:20:00,STAGED,STAGED,LATAM,STANDARD
ORD-000138,SKU-00446,1,DC-18,STANDARD,2026-09-04T01:32:00,2026-09-04T09:32:00,RELEASED,HOLD,MEA,NEXT_DAY
ORD-000139,SKU-00291,1,DC-05,STANDARD,2026-08-04T18:52:00,2026-08-05T18:52:00,PACKING,PACKING,LATAM,STANDARD
ORD-000140,SKU-01154,1,DC-02,STANDARD,2026-09-02T05:41:00,2026-09-02T09:41:00,ALLOCATED,HOLD,EU,STANDARD
ORD-000141,SKU-00467,1,DC-15,EXPEDITE,2026-08-03T11:12:00,2026-08-03T17:12:00,PACKING,HOLD,APAC,NEXT_DAY
ORD-000142,SKU-00298,1,DC-10,STANDARD,2026-08-10T10:18:00,2026-08-10T18:18:00,SHIPPED,HOLD,LATAM,STANDARD
ORD-000143,SKU-00579,1,DC-16,STANDARD,2026-08-15T00:26:00,2026-08-15T12:26:00,STAGED,HOLD,,STANDARD
ORD-000144,SKU-00878,1,DC-03,CRITICAL,2026-08-17T00:22:00,2026-08-17T06:22:00,SHIPPED,SHIPPED,APAC,SAME_DAY
ORD-000145,SKU-00726,1,DC-01,STANDARD,2026-08-15T05:10:00,2026-08-15T09:10:00,RELEASED,RELEASED,MEA,SAME_DAY
ORD-000146,SKU-00923,1,DC-11,STANDARD,2026-08-19T01:57:00,2026-08-19T13:57:00,PACKING,PACKING,EU,SAME_DAY
ORD-000147,SKU-00910,1,DC-16,STANDARD,2026-08-23T07:38:00,2026-08-23T11:38:00,SHIPPED,SHIPPED,MEA,SAME_DAY
ORD-000148,SKU-00279,1,DC-02,CRITICAL,2026-08-30T06:49:00,2026-08-30T12:49:00,EXCEPTION,EXCEPTION,LATAM,STANDARD
ORD-000149,SKU-00178,1,DC-07,STANDARD,2026-08-22T15:42:00,2026-08-23T03:42:00,SHIPPED,EXCEPTION,EU,STANDARD
ORD-000150,SKU-00082,1,DC-15,EXPEDITE,2026-08-19T04:35:00,2026-08-19T10:35:00,STAGED,EXCEPTION,MEA,SAME_DAY
ORD-000151,SKU-00890,1,DC-01,STANDARD,2026-08-16T20:53:00,2026-08-17T00:53:00,STAGED,STAGED,LATAM,SAME_DAY
ORD-000152,SKU-00310,1,DC-10,STANDARD,2026-08-17T10:25:00,2026-08-17T22:25:00,SHIPPED,SHIPPED,MEA,NEXT_DAY
ORD-000153,SKU-01015,1,DC-02,STANDARD,2026-08-25T16:32:00,2026-08-26T00:32:00,RELEASED,HOLD,MEA,STANDARD
ORD-000154,SKU-00417,1,DC-08,STANDARD,2026-08-13T08:22:00,2026-08-13T12:22:00,ALLOCATED,ALLOCATED,APAC,SAME_DAY
ORD-000155,SKU-00660,1,DC-16,CRITICAL,2026-08-27T10:14:00,2026-08-27T14:14:00,ALLOCATED,ALLOCATED,EU,STANDARD
ORD-000156,SKU-00891,1,DC-03,STANDARD,2026-08-23T09:55:00,2026-08-23T17:55:00,STAGED,STAGED,EU,NEXT_DAY
ORD-000157,SKU-01189,1,DC-10,STANDARD,2026-08-06T21:41:00,2026-08-07T05:41:00,RELEASED,RELEASED,MEA,NEXT_DAY
ORD-000158,SKU-00912,1,DC-03,EXPEDITE,2026-08-02T07:31:00,2026-08-03T07:31:00,SHIPPED,HOLD,,SAME_DAY
ORD-000159,SKU-00643,1,DC-13,STANDARD,2026-08-03T15:26:00,2026-08-04T03:26:00,ALLOCATED,EXCEPTION,APAC,NEXT_DAY
ORD-000160,SKU-00430,1,DC-04,STANDARD,2026-08-02T23:14:00,2026-08-03T03:14:00,EXCEPTION,EXCEPTION,LATAM,SAME_DAY
ORD-000161,SKU-00331,1,DC-01,STANDARD,2026-08-14T23:31:00,2026-08-15T03:31:00,EXCEPTION,EXCEPTION,APAC,SAME_DAY
ORD-000162,SKU-00202,1,DC-12,STANDARD,2026-08-15T23:09:00,2026-08-16T23:09:00,EXCEPTION,EXCEPTION,EU,SAME_DAY
ORD-000163,SKU-00102,1,DC-03,STANDARD,2026-08-21T02:11:00,2026-08-21T06:11:00,PACKING,PACKING,,STANDARD
ORD-000164,SKU-00925,1,DC-18,EXPEDITE,2026-08-27T21:58:00,2026-08-28T21:58:00,SHIPPED,EXCEPTION,,NEXT_DAY
ORD-000165,SKU-00571,1,DC-15,EXPEDITE,2026-08-26T19:08:00,2026-08-27T19:08:00,RELEASED,EXCEPTION,MEA,NEXT_DAY
ORD-000166,SKU-00928,1,DC-05,EXPEDITE,2026-08-07T02:10:00,2026-08-08T02:10:00,EXCEPTION,EXCEPTION,LATAM,NEXT_DAY
ORD-000167,SKU-00798,1,DC-17,STANDARD,2026-09-03T17:27:00,2026-09-04T01:27:00,ALLOCATED,ALLOCATED,EU,NEXT_DAY
ORD-000168,SKU-00673,1,DC-15,STANDARD,2026-09-01T06:56:00,2026-09-02T06:56:00,PACKING,HOLD,,NEXT_DAY
ORD-000169,SKU-00623,1,DC-13,EXPEDITE,2026-08-05T07:18:00,2026-08-05T19:18:00,PACKING,EXCEPTION,LATAM,SAME_DAY
ORD-000170,SKU-00578,1,DC-07,STANDARD,2026-08-20T14:52:00,2026-08-21T02:52:00,ALLOCATED,EXCEPTION,,STANDARD
ORD-000171,SKU-00623,1,DC-03,STANDARD,2026-08-01T10:36:00,2026-08-01T16:36:00,EXCEPTION,EXCEPTION,LATAM,STANDARD
ORD-000172,SKU-00223,1,DC-16,STANDARD,2026-08-06T15:54:00,2026-08-07T15:54:00,ALLOCATED,EXCEPTION,APAC,NEXT_DAY
ORD-000173,SKU-00185,1,DC-08,CRITICAL,2026-08-22T18:10:00,2026-08-23T00:10:00,SHIPPED,EXCEPTION,LATAM,NEXT_DAY
ORD-000174,SKU-00458,1,DC-12,EXPEDITE,2026-08-01T16:16:00,2026-08-01T22:16:00,SHIPPED,SHIPPED,MEA,NEXT_DAY
ORD-000175,SKU-00951,1,DC-17,STANDARD,2026-08-16T08:13:00,2026-08-17T08:13:00,PACKING,HOLD,EU,SAME_DAY
ORD-000176,SKU-00572,1,DC-17,STANDARD,2026-08-11T20:41:00,2026-08-12T20:41:00,STAGED,STAGED,,SAME_DAY
ORD-000177,SKU-00719,1,DC-03,STANDARD,2026-08-22T09:47:00,2026-08-22T21:47:00,RELEASED,RELEASED,APAC,SAME_DAY
ORD-000178,SKU-01162,1,DC-07,EXPEDITE,2026-08-06T22:27:00,2026-08-07T06:27:00,PICKING,EXCEPTION,LATAM,STANDARD
ORD-000179,SKU-00012,1,DC-03,EXPEDITE,2026-08-31T03:43:00,2026-08-31T15:43:00,STAGED,STAGED,,SAME_DAY
