robot_id,warehouse_id,event_time,ingest_time,zone,battery_soc,speed_mps,localization_confidence,telemetry_quality
RBT-0002,DC-01,2026-08-16T05:59:00,2026-08-16T05:59:10,DC-01-Z02,86,1.56,0.933,GOOD
RBT-0002,DC-01,2026-08-16T06:06:00,2026-08-16T06:06:20,DC-01-Z12,86,1.05,0.972,GOOD
RBT-0002,DC-01,2026-08-16T06:09:00,2026-08-16T06:10:17,DC-01-Z03,87,0.61,0.791,GOOD
RBT-0002,DC-01,2026-08-16T06:15:00,2026-08-16T06:15:30,DC-01-Z02,86,1.0,0.879,GOOD
RBT-0002,DC-01,2026-08-16T06:20:00,2026-08-16T06:21:02,DC-01-Z06,88,1.45,0.923,GOOD
RBT-0002,DC-01,2026-08-16T06:24:00,2026-08-16T06:25:32,DC-01-Z07,85,1.68,0.784,GOOD
RBT-0002,DC-01,2026-08-16T06:29:00,2026-08-16T06:30:18,DC-01-Z07,84,1.68,0.903,GOOD
RBT-0002,DC-01,2026-08-16T06:36:00,2026-08-16T06:36:30,DC-01-Z01,88,1.57,0.914,GOOD
RBT-0002,DC-01,2026-08-16T06:40:00,2026-08-16T06:40:07,DC-01-Z03,84,1.53,0.916,GOOD
RBT-0002,DC-01,2026-08-16T06:44:00,2026-08-16T06:45:35,DC-01-Z10,85,2.38,0.916,GOOD
RBT-0002,DC-01,2026-08-16T06:51:00,2026-08-16T06:51:30,DC-01-Z11,84,1.02,0.717,UNCERTAIN
RBT-0002,DC-01,2026-08-16T06:54:00,2026-08-16T06:55:26,DC-01-Z10,83,0.94,0.714,STALE
RBT-0002,DC-01,2026-08-16T06:59:00,2026-08-16T07:00:26,DC-01-Z03,82,1.31,0.74,GOOD
RBT-0002,DC-01,2026-08-16T07:05:00,2026-08-16T07:06:20,DC-01-Z11,85,1.71,0.862,GOOD
RBT-0002,DC-01,2026-08-16T07:10:00,2026-08-16T07:11:23,DC-01-Z01,82,0.5,0.868,UNCERTAIN
RBT-0002,DC-01,2026-08-16T07:16:00,2026-08-16T07:16:50,DC-01-Z12,82,0.65,0.814,GOOD
RBT-0002,DC-01,2026-08-16T07:19:00,2026-08-16T07:20:19,DC-01-Z08,85,1.47,0.919,GOOD
RBT-0002,DC-01,2026-08-16T07:24:00,2026-08-16T07:24:34,DC-01-Z09,84,1.17,0.988,GOOD
RBT-0003,DC-01,2026-08-25T06:01:00,2026-08-25T06:02:16,DC-01-Z11,29,1.02,0.892,GOOD
RBT-0003,DC-01,2026-08-25T06:04:00,2026-08-25T06:04:44,DC-01-Z10,29,1.83,0.801,UNCERTAIN
RBT-0003,DC-01,2026-08-25T06:11:00,2026-08-25T06:11:50,DC-01-Z11,31,0.79,0.715,GOOD
RBT-0003,DC-01,2026-08-25T06:14:00,2026-08-25T06:14:44,DC-01-Z04,33,0.28,0.871,GOOD
RBT-0003,DC-01,2026-08-25T06:21:00,2026-08-25T06:22:27,DC-01-Z12,28,0.92,0.839,GOOD
RBT-0003,DC-01,2026-08-25T06:24:00,2026-08-25T06:24:24,DC-01-Z12,30,0.67,0.983,GOOD
RBT-0003,DC-01,2026-08-25T06:29:00,2026-08-25T06:29:49,DC-01-Z04,29,1.62,0.791,GOOD
RBT-0003,DC-01,2026-08-25T06:35:00,2026-08-25T06:36:23,DC-01-Z09,30,1.81,0.841,GOOD
RBT-0003,DC-01,2026-08-25T06:40:00,2026-08-25T06:41:12,DC-01-Z03,31,1.52,0.87,GOOD
RBT-0003,DC-01,2026-08-25T06:46:00,2026-08-25T06:47:21,DC-01-Z07,27,0.28,0.986,UNCERTAIN
RBT-0003,DC-01,2026-08-25T06:50:00,2026-08-25T06:50:31,DC-01-Z06,27,1.03,0.812,GOOD
RBT-0003,DC-01,2026-08-25T06:56:00,2026-08-25T06:57:31,DC-01-Z04,29,1.03,0.976,GOOD
RBT-0003,DC-01,2026-08-25T07:00:00,2026-08-25T07:00:14,DC-01-Z12,29,0.86,0.93,UNCERTAIN
RBT-0003,DC-01,2026-08-25T07:04:00,2026-08-25T07:05:25,DC-01-Z10,29,1.76,0.681,GOOD
RBT-0003,DC-01,2026-08-25T07:11:00,2026-08-25T07:12:40,DC-01-Z05,30,1.97,0.714,UNCERTAIN
RBT-0003,DC-01,2026-08-25T07:14:00,2026-08-25T07:15:19,DC-01-Z06,27,1.12,0.704,GOOD
RBT-0003,DC-01,2026-08-25T07:21:00,2026-08-25T07:21:54,DC-01-Z10,26,0.67,0.89,GOOD
RBT-0003,DC-01,2026-08-25T07:26:00,2026-08-25T07:26:41,DC-01-Z02,26,1.71,0.893,GOOD
RBT-0004,DC-01,2026-09-03T05:59:00,2026-09-03T06:00:29,DC-01-Z02,89,1.63,0.897,STALE
RBT-0004,DC-01,2026-09-03T06:06:00,2026-09-03T06:07:26,DC-01-Z08,89,0.99,0.943,GOOD
RBT-0004,DC-01,2026-09-03T06:11:00,2026-09-03T06:12:18,DC-01-Z06,88,1.87,0.885,GOOD
RBT-0004,DC-01,2026-09-03T06:16:00,2026-09-03T06:16:57,DC-01-Z01,90,1.19,0.775,GOOD
RBT-0004,DC-01,2026-09-03T06:20:00,2026-09-03T06:20:31,DC-01-Z11,85,1.24,0.682,GOOD
RBT-0004,DC-01,2026-09-03T06:25:00,2026-09-03T06:26:04,DC-01-Z12,87,0.99,0.879,GOOD
RBT-0004,DC-01,2026-09-03T06:29:00,2026-09-03T06:30:31,DC-01-Z02,85,1.16,0.931,GOOD
RBT-0004,DC-01,2026-09-03T06:35:00,2026-09-03T06:35:01,DC-01-Z02,87,0.76,0.766,GOOD
RBT-0004,DC-01,2026-09-03T06:40:00,2026-09-03T06:40:44,DC-01-Z10,85,0.39,0.981,GOOD
RBT-0004,DC-01,2026-09-03T06:44:00,2026-09-03T06:45:04,DC-01-Z12,87,0.63,0.718,GOOD
RBT-0004,DC-01,2026-09-03T06:51:00,2026-09-03T06:51:19,DC-01-Z07,88,1.04,0.825,GOOD
RBT-0004,DC-01,2026-09-03T06:55:00,2026-09-03T06:55:44,DC-01-Z06,86,1.32,0.95,GOOD
RBT-0004,DC-01,2026-09-03T07:01:00,2026-09-03T07:01:32,DC-01-Z06,86,0.88,0.814,GOOD
RBT-0004,DC-01,2026-09-03T07:06:00,2026-09-03T07:07:09,DC-01-Z09,84,1.2,0.722,GOOD
RBT-0004,DC-01,2026-09-03T07:11:00,2026-09-03T07:12:27,DC-01-Z11,85,1.29,0.997,GOOD
RBT-0004,DC-01,2026-09-03T07:15:00,2026-09-03T07:15:58,DC-01-Z03,86,0.15,0.962,GOOD
RBT-0004,DC-01,2026-09-03T07:19:00,2026-09-03T07:20:02,DC-01-Z03,85,1.55,0.718,GOOD
RBT-0004,DC-01,2026-09-03T07:25:00,2026-09-03T07:25:41,DC-01-Z11,83,1.21,0.76,GOOD
RBT-0005,DC-01,2026-08-29T06:00:00,2026-08-29T06:00:58,DC-01-Z07,100,1.21,0.896,UNCERTAIN
RBT-0005,DC-01,2026-08-29T06:06:00,2026-08-29T06:06:31,DC-01-Z05,99,1.2,0.965,GOOD
RBT-0005,DC-01,2026-08-29T06:11:00,2026-08-29T06:11:07,DC-01-Z06,100,1.76,0.733,GOOD
RBT-0005,DC-01,2026-08-29T06:16:00,2026-08-29T06:17:24,DC-01-Z06,100,0.95,0.967,STALE
RBT-0005,DC-01,2026-08-29T06:21:00,2026-08-29T06:22:01,DC-01-Z06,100,2.05,0.81,UNCERTAIN
RBT-0005,DC-01,2026-08-29T06:25:00,2026-08-29T06:25:13,DC-01-Z11,97,1.08,0.943,GOOD
RBT-0005,DC-01,2026-08-29T06:29:00,2026-08-29T06:30:24,DC-01-Z02,98,0.94,0.776,GOOD
RBT-0005,DC-01,2026-08-29T06:35:00,2026-08-29T06:35:41,DC-01-Z08,99,0.33,0.749,UNCERTAIN
RBT-0005,DC-01,2026-08-29T06:41:00,2026-08-29T06:41:07,DC-01-Z06,96,0.64,0.856,GOOD
RBT-0005,DC-01,2026-08-29T06:45:00,2026-08-29T06:46:32,DC-01-Z12,97,0.18,0.887,GOOD
RBT-0005,DC-01,2026-08-29T06:50:00,2026-08-29T06:50:33,DC-01-Z07,99,0.74,0.85,GOOD
RBT-0005,DC-01,2026-08-29T06:54:00,2026-08-29T06:54:41,DC-01-Z10,100,1.39,0.731,GOOD
RBT-0005,DC-01,2026-08-29T07:01:00,2026-08-29T07:01:44,DC-01-Z05,98,0.07,0.894,GOOD
RBT-0005,DC-01,2026-08-29T07:06:00,2026-08-29T07:06:28,DC-01-Z07,98,1.62,0.694,GOOD
RBT-0005,DC-01,2026-08-29T07:10:00,2026-08-29T07:10:08,DC-01-Z09,97,1.07,0.847,STALE
RBT-0005,DC-01,2026-08-29T07:15:00,2026-08-29T07:15:23,DC-01-Z05,99,1.06,0.93,GOOD
RBT-0005,DC-01,2026-08-29T07:19:00,2026-08-29T07:19:39,DC-01-Z08,97,1.18,0.743,GOOD
RBT-0005,DC-01,2026-08-29T07:24:00,2026-08-29T07:25:11,DC-01-Z05,98,1.21,0.747,GOOD
RBT-0006,DC-01,2026-08-04T06:00:00,2026-08-04T06:00:17,DC-01-Z11,86,1.27,0.819,STALE
RBT-0006,DC-01,2026-08-04T06:06:00,2026-08-04T06:06:40,DC-01-Z04,88,0.62,0.881,GOOD
RBT-0006,DC-01,2026-08-04T06:09:00,2026-08-04T06:09:43,DC-01-Z08,89,0.08,0.682,UNCERTAIN
RBT-0006,DC-01,2026-08-04T06:14:00,2026-08-04T06:14:25,DC-01-Z10,87,1.02,0.932,GOOD
RBT-0006,DC-01,2026-08-04T06:21:00,2026-08-04T06:22:11,DC-01-Z03,87,0.59,0.951,UNCERTAIN
RBT-0006,DC-01,2026-08-04T06:25:00,2026-08-04T06:25:01,DC-01-Z11,86,1.9,0.888,GOOD
RBT-0006,DC-01,2026-08-04T06:31:00,2026-08-04T06:32:04,DC-01-Z03,85,1.08,0.995,GOOD
RBT-0006,DC-01,2026-08-04T06:35:00,2026-08-04T06:35:44,DC-01-Z11,86,1.14,0.712,UNCERTAIN
RBT-0006,DC-01,2026-08-04T06:41:00,2026-08-04T06:42:38,DC-01-Z03,83,1.05,0.725,STALE
RBT-0006,DC-01,2026-08-04T06:44:00,2026-08-04T06:44:45,DC-01-Z12,83,1.26,0.972,GOOD
RBT-0006,DC-01,2026-08-04T06:51:00,2026-08-04T06:51:44,DC-01-Z10,85,1.11,0.736,STALE
RBT-0006,DC-01,2026-08-04T06:55:00,2026-08-04T06:55:15,DC-01-Z09,86,1.51,0.788,GOOD
RBT-0006,DC-01,2026-08-04T07:01:00,2026-08-04T07:01:39,DC-01-Z04,83,1.46,0.769,GOOD
RBT-0006,DC-01,2026-08-04T07:06:00,2026-08-04T07:07:08,DC-01-Z12,82,1.12,0.839,GOOD
RBT-0006,DC-01,2026-08-04T07:11:00,2026-08-04T07:12:39,DC-01-Z08,86,0.52,0.978,GOOD
RBT-0006,DC-01,2026-08-04T07:15:00,2026-08-04T07:16:27,DC-01-Z07,86,1.29,0.965,GOOD
RBT-0006,DC-01,2026-08-04T07:19:00,2026-08-04T07:20:19,DC-01-Z07,83,1.07,0.803,GOOD
RBT-0006,DC-01,2026-08-04T07:25:00,2026-08-04T07:25:59,DC-01-Z11,85,1.58,0.909,GOOD
RBT-0007,DC-01,2026-08-01T06:00:00,2026-08-01T06:01:06,DC-01-Z10,32,2.3,0.682,UNCERTAIN
RBT-0007,DC-01,2026-08-01T06:05:00,2026-08-01T06:06:22,DC-01-Z09,29,0.24,0.998,GOOD
RBT-0007,DC-01,2026-08-01T06:11:00,2026-08-01T06:11:11,DC-01-Z04,29,0.9,0.972,GOOD
RBT-0007,DC-01,2026-08-01T06:15:00,2026-08-01T06:15:55,DC-01-Z02,29,1.18,0.895,GOOD
RBT-0007,DC-01,2026-08-01T06:20:00,2026-08-01T06:21:35,DC-01-Z01,31,0.48,0.705,GOOD
RBT-0007,DC-01,2026-08-01T06:26:00,2026-08-01T06:26:03,DC-01-Z03,29,1.85,0.87,GOOD
RBT-0007,DC-01,2026-08-01T06:30:00,2026-08-01T06:30:52,DC-01-Z12,28,1.62,0.892,GOOD
RBT-0007,DC-01,2026-08-01T06:35:00,2026-08-01T06:36:26,DC-01-Z08,29,1.35,0.724,UNCERTAIN
RBT-0007,DC-01,2026-08-01T06:39:00,2026-08-01T06:39:56,DC-01-Z01,27,0.56,0.877,GOOD
RBT-0007,DC-01,2026-08-01T06:46:00,2026-08-01T06:46:38,DC-01-Z07,30,0.86,0.69,GOOD
RBT-0007,DC-01,2026-08-01T06:49:00,2026-08-01T06:49:46,DC-01-Z05,31,1.45,0.827,GOOD
RBT-0007,DC-01,2026-08-01T06:55:00,2026-08-01T06:55:33,DC-01-Z05,31,0.8,0.929,GOOD
RBT-0007,DC-01,2026-08-01T07:01:00,2026-08-01T07:01:44,DC-01-Z11,29,1.03,0.682,GOOD
RBT-0007,DC-01,2026-08-01T07:06:00,2026-08-01T07:07:14,DC-01-Z10,29,1.06,0.979,GOOD
RBT-0007,DC-01,2026-08-01T07:10:00,2026-08-01T07:11:18,DC-01-Z10,29,1.08,0.952,GOOD
RBT-0007,DC-01,2026-08-01T07:14:00,2026-08-01T07:14:58,DC-01-Z01,30,1.43,0.687,GOOD
RBT-0007,DC-01,2026-08-01T07:20:00,2026-08-01T07:21:21,DC-01-Z12,25,0.28,0.69,GOOD
RBT-0007,DC-01,2026-08-01T07:24:00,2026-08-01T07:24:37,DC-01-Z11,29,2.09,0.845,GOOD
RBT-0008,DC-01,2026-08-27T05:59:00,2026-08-27T06:00:09,DC-01-Z09,27,1.99,0.774,GOOD
RBT-0008,DC-01,2026-08-27T06:06:00,2026-08-27T06:07:03,DC-01-Z03,28,0.85,0.897,GOOD
RBT-0008,DC-01,2026-08-27T06:09:00,2026-08-27T06:09:59,DC-01-Z05,28,1.46,0.94,GOOD
RBT-0008,DC-01,2026-08-27T06:14:00,2026-08-27T06:14:04,DC-01-Z03,26,0.62,0.765,GOOD
RBT-0008,DC-01,2026-08-27T06:19:00,2026-08-27T06:20:07,DC-01-Z09,29,0.77,0.713,GOOD
RBT-0008,DC-01,2026-08-27T06:24:00,2026-08-27T06:25:34,DC-01-Z09,26,0.94,0.763,GOOD
RBT-0008,DC-01,2026-08-27T06:30:00,2026-08-27T06:30:30,DC-01-Z05,26,1.43,0.733,UNCERTAIN
RBT-0008,DC-01,2026-08-27T06:34:00,2026-08-27T06:34:39,DC-01-Z08,27,0.94,0.92,GOOD
RBT-0008,DC-01,2026-08-27T06:40:00,2026-08-27T06:40:50,DC-01-Z02,24,1.51,0.963,GOOD
RBT-0008,DC-01,2026-08-27T06:46:00,2026-08-27T06:47:38,DC-01-Z09,24,1.07,0.729,GOOD
RBT-0008,DC-01,2026-08-27T06:50:00,2026-08-27T06:51:22,DC-01-Z07,25,2.37,0.95,GOOD
RBT-0008,DC-01,2026-08-27T06:55:00,2026-08-27T06:55:54,DC-01-Z02,27,1.13,0.92,GOOD
RBT-0008,DC-01,2026-08-27T07:00:00,2026-08-27T07:00:35,DC-01-Z01,24,1.39,0.787,GOOD
RBT-0008,DC-01,2026-08-27T07:04:00,2026-08-27T07:05:31,DC-01-Z09,24,1.37,0.992,GOOD
RBT-0008,DC-01,2026-08-27T07:10:00,2026-08-27T07:11:09,DC-01-Z11,25,2.22,0.902,GOOD
RBT-0008,DC-01,2026-08-27T07:14:00,2026-08-27T07:15:33,DC-01-Z10,23,1.06,0.935,GOOD
RBT-0008,DC-01,2026-08-27T07:19:00,2026-08-27T07:20:33,DC-01-Z02,26,1.68,0.85,GOOD
RBT-0008,DC-01,2026-08-27T07:24:00,2026-08-27T07:24:52,DC-01-Z09,23,1.3,0.916,GOOD
RBT-0009,DC-01,2026-08-31T05:59:00,2026-08-31T06:00:26,DC-01-Z12,86,1.69,0.914,GOOD
RBT-0009,DC-01,2026-08-31T06:04:00,2026-08-31T06:05:27,DC-01-Z01,84,0.96,0.773,GOOD
RBT-0009,DC-01,2026-08-31T06:11:00,2026-08-31T06:11:32,DC-01-Z09,85,1.02,0.893,GOOD
RBT-0009,DC-01,2026-08-31T06:15:00,2026-08-31T06:15:17,DC-01-Z12,88,1.21,0.808,GOOD
RBT-0009,DC-01,2026-08-31T06:19:00,2026-08-31T06:19:12,DC-01-Z11,87,1.76,0.984,UNCERTAIN
RBT-0009,DC-01,2026-08-31T06:26:00,2026-08-31T06:26:46,DC-01-Z12,87,0.96,0.811,UNCERTAIN
RBT-0009,DC-01,2026-08-31T06:31:00,2026-08-31T06:31:04,DC-01-Z12,87,1.26,0.97,GOOD
RBT-0009,DC-01,2026-08-31T06:34:00,2026-08-31T06:35:03,DC-01-Z11,84,1.49,0.981,GOOD
RBT-0009,DC-01,2026-08-31T06:41:00,2026-08-31T06:41:34,DC-01-Z07,82,1.31,0.997,GOOD
RBT-0009,DC-01,2026-08-31T06:46:00,2026-08-31T06:46:41,DC-01-Z07,82,1.02,0.942,GOOD
RBT-0009,DC-01,2026-08-31T06:50:00,2026-08-31T06:50:25,DC-01-Z11,83,1.52,0.747,STALE
RBT-0009,DC-01,2026-08-31T06:56:00,2026-08-31T06:57:24,DC-01-Z01,85,0.77,0.836,GOOD
RBT-0009,DC-01,2026-08-31T07:01:00,2026-08-31T07:01:01,DC-01-Z11,81,1.33,0.708,UNCERTAIN
RBT-0009,DC-01,2026-08-31T07:05:00,2026-08-31T07:06:19,DC-01-Z02,82,1.66,0.843,GOOD
RBT-0009,DC-01,2026-08-31T07:10:00,2026-08-31T07:11:38,DC-01-Z08,84,0.66,0.715,GOOD
RBT-0009,DC-01,2026-08-31T07:14:00,2026-08-31T07:15:23,DC-01-Z05,81,1.32,0.937,GOOD
RBT-0009,DC-01,2026-08-31T07:19:00,2026-08-31T07:19:49,DC-01-Z05,80,1.16,0.844,GOOD
RBT-0009,DC-01,2026-08-31T07:26:00,2026-08-31T07:26:48,DC-01-Z07,82,1.16,0.931,GOOD
RBT-0010,DC-01,2026-08-01T06:00:00,2026-08-01T06:00:39,DC-01-Z05,25,0.53,0.838,GOOD
RBT-0010,DC-01,2026-08-01T06:04:00,2026-08-01T06:05:28,DC-01-Z03,26,0.82,0.685,GOOD
RBT-0010,DC-01,2026-08-01T06:11:00,2026-08-01T06:12:18,DC-01-Z08,25,1.19,0.776,GOOD
RBT-0010,DC-01,2026-08-01T06:15:00,2026-08-01T06:15:45,DC-01-Z12,22,1.38,0.917,GOOD
RBT-0010,DC-01,2026-08-01T06:21:00,2026-08-01T06:22:34,DC-01-Z11,24,1.27,0.885,GOOD
RBT-0010,DC-01,2026-08-01T06:26:00,2026-08-01T06:26:27,DC-01-Z10,24,1.03,0.735,UNCERTAIN
RBT-0010,DC-01,2026-08-01T06:29:00,2026-08-01T06:30:20,DC-01-Z02,23,1.69,0.764,STALE
RBT-0010,DC-01,2026-08-01T06:35:00,2026-08-01T06:35:39,DC-01-Z02,24,0.97,0.965,GOOD
RBT-0010,DC-01,2026-08-01T06:41:00,2026-08-01T06:42:06,DC-01-Z04,22,0.92,0.789,UNCERTAIN
RBT-0010,DC-01,2026-08-01T06:46:00,2026-08-01T06:46:36,DC-01-Z05,20,0.33,0.933,UNCERTAIN
RBT-0010,DC-01,2026-08-01T06:50:00,2026-08-01T06:50:53,DC-01-Z06,21,0.59,0.761,GOOD
RBT-0010,DC-01,2026-08-01T06:54:00,2026-08-01T06:54:42,DC-01-Z11,20,1.03,0.86,GOOD
RBT-0010,DC-01,2026-08-01T06:59:00,2026-08-01T06:59:46,DC-01-Z01,21,0.38,0.979,GOOD
RBT-0010,DC-01,2026-08-01T07:06:00,2026-08-01T07:06:15,DC-01-Z11,20,1.62,0.837,GOOD
RBT-0010,DC-01,2026-08-01T07:10:00,2026-08-01T07:10:05,DC-01-Z07,22,1.62,0.881,GOOD
RBT-0010,DC-01,2026-08-01T07:14:00,2026-08-01T07:14:02,DC-01-Z05,23,0.66,0.781,GOOD
RBT-0010,DC-01,2026-08-01T07:21:00,2026-08-01T07:21:17,DC-01-Z05,21,1.08,0.852,GOOD
RBT-0010,DC-01,2026-08-01T07:26:00,2026-08-01T07:26:02,DC-01-Z02,22,0.61,0.922,GOOD
RBT-0011,DC-01,2026-08-03T06:01:00,2026-08-03T06:01:51,DC-01-Z02,92,1.04,0.973,GOOD
RBT-0011,DC-01,2026-08-03T06:04:00,2026-08-03T06:05:23,DC-01-Z04,90,0.98,0.961,GOOD
RBT-0011,DC-01,2026-08-03T06:09:00,2026-08-03T06:10:25,DC-01-Z06,90,1.14,0.7,STALE
RBT-0011,DC-01,2026-08-03T06:16:00,2026-08-03T06:16:52,DC-01-Z03,89,1.48,0.75,GOOD
RBT-0011,DC-01,2026-08-03T06:20:00,2026-08-03T06:21:13,DC-01-Z11,88,0.79,0.819,GOOD
RBT-0011,DC-01,2026-08-03T06:25:00,2026-08-03T06:25:35,DC-01-Z02,88,0.77,0.826,GOOD
RBT-0011,DC-01,2026-08-03T06:29:00,2026-08-03T06:30:08,DC-01-Z01,90,1.21,0.773,GOOD
RBT-0011,DC-01,2026-08-03T06:36:00,2026-08-03T06:36:15,DC-01-Z08,92,1.13,0.728,GOOD
RBT-0011,DC-01,2026-08-03T06:40:00,2026-08-03T06:40:52,DC-01-Z08,88,0.83,0.944,GOOD
RBT-0011,DC-01,2026-08-03T06:44:00,2026-08-03T06:45:01,DC-01-Z01,89,1.74,0.849,GOOD
RBT-0011,DC-01,2026-08-03T06:49:00,2026-08-03T06:50:39,DC-01-Z11,91,1.1,0.729,GOOD
RBT-0011,DC-01,2026-08-03T06:55:00,2026-08-03T06:55:33,DC-01-Z12,88,2.0,0.731,GOOD
RBT-0011,DC-01,2026-08-03T07:00:00,2026-08-03T07:00:34,DC-01-Z01,87,0.88,0.681,UNCERTAIN
RBT-0011,DC-01,2026-08-03T07:05:00,2026-08-03T07:05:58,DC-01-Z09,86,0.62,0.908,GOOD
RBT-0011,DC-01,2026-08-03T07:09:00,2026-08-03T07:09:06,DC-01-Z08,88,1.09,0.969,GOOD
RBT-0011,DC-01,2026-08-03T07:15:00,2026-08-03T07:15:34,DC-01-Z01,90,1.14,0.958,GOOD
RBT-0011,DC-01,2026-08-03T07:19:00,2026-08-03T07:20:14,DC-01-Z01,87,1.64,0.934,GOOD
RBT-0011,DC-01,2026-08-03T07:25:00,2026-08-03T07:26:33,DC-01-Z05,87,0.31,0.822,GOOD
RBT-0012,DC-01,2026-08-29T06:00:00,2026-08-29T06:00:40,DC-01-Z08,78,1.62,0.909,GOOD
RBT-0012,DC-01,2026-08-29T06:04:00,2026-08-29T06:05:11,DC-01-Z05,79,1.32,0.95,GOOD
RBT-0012,DC-01,2026-08-29T06:10:00,2026-08-29T06:11:17,DC-01-Z12,76,0.79,0.768,GOOD
RBT-0012,DC-01,2026-08-29T06:15:00,2026-08-29T06:16:13,DC-01-Z11,77,1.44,0.867,GOOD
RBT-0012,DC-01,2026-08-29T06:21:00,2026-08-29T06:22:03,DC-01-Z12,74,2.1,0.728,GOOD
RBT-0012,DC-01,2026-08-29T06:25:00,2026-08-29T06:26:28,DC-01-Z07,75,1.6,0.954,GOOD
RBT-0012,DC-01,2026-08-29T06:31:00,2026-08-29T06:32:13,DC-01-Z05,76,1.7,0.72,GOOD
RBT-0012,DC-01,2026-08-29T06:35:00,2026-08-29T06:35:45,DC-01-Z04,77,0.56,0.96,GOOD
RBT-0012,DC-01,2026-08-29T06:39:00,2026-08-29T06:40:19,DC-01-Z12,77,1.08,0.739,GOOD
RBT-0012,DC-01,2026-08-29T06:44:00,2026-08-29T06:44:34,DC-01-Z08,74,1.24,0.814,GOOD
RBT-0012,DC-01,2026-08-29T06:51:00,2026-08-29T06:52:11,DC-01-Z05,75,1.01,0.688,STALE
RBT-0012,DC-01,2026-08-29T06:55:00,2026-08-29T06:56:21,DC-01-Z12,77,1.05,0.771,GOOD
RBT-0012,DC-01,2026-08-29T07:00:00,2026-08-29T07:00:25,DC-01-Z08,73,1.71,0.829,GOOD
RBT-0012,DC-01,2026-08-29T07:04:00,2026-08-29T07:05:40,DC-01-Z04,72,0.92,0.96,GOOD
RBT-0012,DC-01,2026-08-29T07:11:00,2026-08-29T07:11:49,DC-01-Z02,74,1.11,0.938,GOOD
RBT-0012,DC-01,2026-08-29T07:15:00,2026-08-29T07:15:37,DC-01-Z07,76,1.44,0.689,GOOD
RBT-0012,DC-01,2026-08-29T07:21:00,2026-08-29T07:22:18,DC-01-Z06,71,1.37,0.74,GOOD
RBT-0012,DC-01,2026-08-29T07:26:00,2026-08-29T07:27:06,DC-01-Z01,72,1.2,0.946,GOOD
RBT-0013,DC-01,2026-08-03T06:00:00,2026-08-03T06:01:31,DC-01-Z03,41,0.91,0.715,GOOD
RBT-0013,DC-01,2026-08-03T06:06:00,2026-08-03T06:07:05,DC-01-Z04,41,1.52,0.741,GOOD
RBT-0013,DC-01,2026-08-03T06:11:00,2026-08-03T06:12:38,DC-01-Z02,42,1.85,0.742,GOOD
RBT-0013,DC-01,2026-08-03T06:15:00,2026-08-03T06:16:23,DC-01-Z07,39,0.6,0.861,GOOD
RBT-0013,DC-01,2026-08-03T06:21:00,2026-08-03T06:21:52,DC-01-Z04,42,1.07,0.909,UNCERTAIN
RBT-0013,DC-01,2026-08-03T06:26:00,2026-08-03T06:27:09,DC-01-Z09,40,1.46,0.691,GOOD
