shipment_id,order_id,warehouse_id,tms_status,carrier,planned_departure,actual_departure
SHP-000216,ORD-000216,DC-09,AT_DOCK,Carrier-C,2026-08-08T06:19:00,
SHP-000217,ORD-000217,DC-06,LOADED,Carrier-A,2026-08-24T13:47:00,
SHP-000218,ORD-000218,DC-10,LOADED,Carrier-B,2026-08-29T03:15:00,
SHP-000219,ORD-000219,DC-14,LOADED,Carrier-B,2026-08-24T18:03:00,
SHP-000220,ORD-000220,DC-18,LOADED,Carrier-C,2026-09-02T05:29:00,
SHP-000221,ORD-000221,DC-09,DEPARTED,Carrier-C,2026-08-29T08:52:00,
SHP-000222,ORD-000222,DC-07,DELAYED,Carrier-B,2026-08-20T14:07:00,2026-08-20T15:20:00
SHP-000223,ORD-000223,DC-11,BOOKED,Carrier-A,2026-09-05T08:31:00,
SHP-000224,ORD-000224,DC-05,DEPARTED,Carrier-C,2026-08-18T02:59:00,
SHP-000225,ORD-000225,DC-10,PLANNED,Carrier-D,2026-08-25T22:01:00,
SHP-000226,ORD-000226,DC-10,DEPARTED,Carrier-B,2026-08-27T00:24:00,2026-08-27T00:58:00
SHP-000227,ORD-000227,DC-15,DELAYED,Carrier-B,2026-08-27T14:18:00,2026-08-27T14:10:00
SHP-000228,ORD-000228,DC-10,BOOKED,Carrier-D,2026-08-15T23:49:00,2026-08-15T23:46:00
SHP-000229,ORD-000229,DC-11,DELAYED,Carrier-A,2026-08-08T05:12:00,
SHP-000230,ORD-000230,DC-14,LOADED,Carrier-A,2026-08-26T06:25:00,
SHP-000231,ORD-000231,DC-04,LOADED,Carrier-C,2026-08-25T05:12:00,
SHP-000232,ORD-000232,DC-09,DELAYED,Carrier-D,2026-09-04T13:32:00,
SHP-000233,ORD-000233,DC-14,LOADED,Carrier-C,2026-08-17T14:28:00,
SHP-000234,ORD-000234,DC-03,BOOKED,Carrier-A,2026-08-05T20:13:00,2026-08-05T20:11:00
SHP-000235,ORD-000235,DC-05,LOADED,Carrier-A,2026-09-03T13:45:00,2026-09-03T14:44:00
SHP-000236,ORD-000236,DC-03,BOOKED,Carrier-A,2026-08-28T17:23:00,
SHP-000237,ORD-000237,DC-13,LOADED,Carrier-B,2026-08-20T15:10:00,2026-08-20T15:55:00
SHP-000238,ORD-000238,DC-14,DELAYED,Carrier-A,2026-08-19T09:46:00,
SHP-000239,ORD-000239,DC-17,PLANNED,Carrier-D,2026-08-27T09:33:00,2026-08-27T09:50:00
SHP-000240,ORD-000240,DC-06,DELAYED,Carrier-B,2026-08-20T12:29:00,2026-08-20T12:41:00
SHP-000241,ORD-000241,DC-17,DEPARTED,Carrier-C,2026-08-30T13:20:00,
SHP-000242,ORD-000242,DC-05,PLANNED,Carrier-C,2026-08-26T04:50:00,
SHP-000243,ORD-000243,DC-17,LOADED,Carrier-C,2026-08-19T00:33:00,
SHP-000244,ORD-000244,DC-10,AT_DOCK,Carrier-D,2026-08-06T22:57:00,
SHP-000245,ORD-000245,DC-01,DEPARTED,Carrier-A,2026-08-26T09:29:00,
SHP-000246,ORD-000246,DC-04,DELAYED,Carrier-A,2026-08-13T02:02:00,
SHP-000247,ORD-000247,DC-01,AT_DOCK,Carrier-B,2026-08-18T23:04:00,2026-08-18T23:08:00
SHP-000248,ORD-000248,DC-18,DELAYED,Carrier-A,2026-08-23T08:19:00,
SHP-000249,ORD-000249,DC-07,DEPARTED,Carrier-B,2026-08-27T08:25:00,
SHP-000250,ORD-000250,DC-10,BOOKED,Carrier-D,2026-08-10T06:47:00,2026-08-10T07:52:00
SHP-000251,ORD-000251,DC-04,LOADED,Carrier-D,2026-08-26T20:44:00,
SHP-000252,ORD-000252,DC-06,LOADED,Carrier-C,2026-08-12T13:58:00,
SHP-000253,ORD-000253,DC-06,DEPARTED,Carrier-A,2026-08-10T09:27:00,
SHP-000254,ORD-000254,DC-07,BOOKED,Carrier-D,2026-09-03T00:10:00,
SHP-000255,ORD-000255,DC-11,AT_DOCK,Carrier-C,2026-08-20T03:51:00,
SHP-000256,ORD-000256,DC-08,PLANNED,Carrier-B,2026-08-11T13:36:00,
SHP-000257,ORD-000257,DC-14,LOADED,Carrier-D,2026-08-22T14:26:00,
SHP-000258,ORD-000258,DC-03,PLANNED,Carrier-C,2026-08-02T10:23:00,
SHP-000259,ORD-000259,DC-14,BOOKED,Carrier-B,2026-08-18T05:01:00,2026-08-18T05:28:00
SHP-000260,ORD-000260,DC-14,DELAYED,Carrier-C,2026-08-08T13:48:00,
SHP-000261,ORD-000261,DC-09,AT_DOCK,Carrier-A,2026-08-13T20:06:00,2026-08-13T20:04:00
SHP-000262,ORD-000262,DC-09,PLANNED,Carrier-B,2026-08-21T14:15:00,
SHP-000263,ORD-000263,DC-04,DEPARTED,Carrier-C,2026-08-11T18:38:00,
SHP-000264,ORD-000264,DC-06,BOOKED,Carrier-D,2026-08-17T09:41:00,
SHP-000265,ORD-000265,DC-15,PLANNED,Carrier-D,2026-08-31T17:35:00,
SHP-000266,ORD-000266,DC-12,DEPARTED,Carrier-A,2026-08-18T12:25:00,2026-08-18T12:59:00
SHP-000267,ORD-000267,DC-16,BOOKED,Carrier-D,2026-08-25T14:28:00,2026-08-25T14:59:00
SHP-000268,ORD-000268,DC-02,BOOKED,Carrier-C,2026-08-26T16:22:00,2026-08-26T17:05:00
SHP-000269,ORD-000269,DC-15,PLANNED,Carrier-D,2026-08-26T10:55:00,2026-08-26T10:50:00
SHP-000270,ORD-000270,DC-03,DEPARTED,Carrier-D,2026-08-11T02:44:00,
SHP-000271,ORD-000271,DC-15,PLANNED,Carrier-A,2026-09-03T22:23:00,
SHP-000272,ORD-000272,DC-03,AT_DOCK,Carrier-B,2026-08-30T23:07:00,
